# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.0 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2016-01-01T00:00:00.0
# Date end (ISO 8601): 2017-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): -32.3862
# Longitude (positive East, ISO 19115): -58.1321
# Altitude (m): 10.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2016-01-25T01:00:00.0/2016-01-25T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-25T02:00:00.0/2016-01-25T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-25T03:00:00.0/2016-01-25T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-25T04:00:00.0/2016-01-25T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-25T05:00:00.0/2016-01-25T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-25T06:00:00.0/2016-01-25T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-25T07:00:00.0/2016-01-25T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-25T08:00:00.0/2016-01-25T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-25T09:00:00.0/2016-01-25T10:00:00.0;84.7638;31.1977;10.1376;21.0601;90.1640
2016-01-25T10:00:00.0/2016-01-25T11:00:00.0;368.6250;201.9641;119.8953;82.0688;437.5824
2016-01-25T11:00:00.0/2016-01-25T12:00:00.0;651.9497;424.5343;306.4654;118.0690;654.9673
2016-01-25T12:00:00.0/2016-01-25T13:00:00.0;907.6096;638.4273;499.1419;139.2853;770.8211
2016-01-25T13:00:00.0/2016-01-25T14:00:00.0;1118.1716;819.2318;665.1787;154.0531;835.0635
2016-01-25T14:00:00.0/2016-01-25T15:00:00.0;1269.2721;951.2766;788.1566;163.1200;872.1426
2016-01-25T15:00:00.0/2016-01-25T16:00:00.0;1350.5979;1025.9918;861.5380;164.4538;896.0861
2016-01-25T16:00:00.0/2016-01-25T17:00:00.0;1356.5898;1037.5006;878.9536;158.5470;910.2283
2016-01-25T17:00:00.0/2016-01-25T18:00:00.0;1286.8223;982.3536;833.2320;149.1217;909.5823
2016-01-25T18:00:00.0/2016-01-25T19:00:00.0;1146.0338;863.3144;724.0851;139.2293;887.1008
2016-01-25T19:00:00.0/2016-01-25T20:00:00.0;943.8033;689.4434;561.9286;127.5147;835.0108
2016-01-25T20:00:00.0/2016-01-25T21:00:00.0;693.8976;477.2787;368.4053;108.8734;741.8509
2016-01-25T21:00:00.0/2016-01-25T22:00:00.0;413.3325;249.0374;170.1280;78.9094;563.6510
2016-01-25T22:00:00.0/2016-01-25T23:00:00.0;122.1971;53.0894;25.1100;27.9794;194.2868
2016-01-25T23:00:00.0/2016-01-26T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-26T00:00:00.0/2016-01-26T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-26T01:00:00.0/2016-01-26T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-26T02:00:00.0/2016-01-26T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-26T03:00:00.0/2016-01-26T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-26T04:00:00.0/2016-01-26T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-26T05:00:00.0/2016-01-26T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-26T06:00:00.0/2016-01-26T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-26T07:00:00.0/2016-01-26T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-26T08:00:00.0/2016-01-26T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-26T09:00:00.0/2016-01-26T10:00:00.0;81.4335;31.7074;11.2831;20.4243;104.0595
2016-01-26T10:00:00.0/2016-01-26T11:00:00.0;364.5606;208.4994;126.9431;81.5563;469.4587
2016-01-26T11:00:00.0/2016-01-26T12:00:00.0;648.3149;439.0145;319.1055;119.9090;685.9275
2016-01-26T12:00:00.0/2016-01-26T13:00:00.0;904.4387;660.7162;518.2727;142.4435;802.9960
2016-01-26T13:00:00.0/2016-01-26T14:00:00.0;1115.4666;846.9117;691.3628;155.5489;869.8574
2016-01-26T14:00:00.0/2016-01-26T15:00:00.0;1267.0030;982.0217;819.8351;162.1865;908.6297
2016-01-26T15:00:00.0/2016-01-26T16:00:00.0;1348.7043;1054.3366;889.3504;164.9863;926.1616
2016-01-26T16:00:00.0/2016-01-26T17:00:00.0;1354.9854;1058.2443;893.5096;164.7347;926.1776
2016-01-26T17:00:00.0/2016-01-26T18:00:00.0;1285.4011;994.5850;833.9769;160.6081;911.1097
2016-01-26T18:00:00.0/2016-01-26T19:00:00.0;1144.6768;868.9771;716.2141;152.7630;878.2412
2016-01-26T19:00:00.0/2016-01-26T20:00:00.0;942.3873;691.2367;551.3247;139.9120;820.1522
2016-01-26T20:00:00.0/2016-01-26T21:00:00.0;692.3032;475.9076;356.7855;119.1220;719.5597
2016-01-26T21:00:00.0/2016-01-26T22:00:00.0;411.4528;246.8233;161.9266;84.8967;538.2510
2016-01-26T22:00:00.0/2016-01-26T23:00:00.0;120.1466;51.9848;23.1027;28.8821;179.6564
2016-01-26T23:00:00.0/2016-01-27T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-27T00:00:00.0/2016-01-27T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-27T01:00:00.0/2016-01-27T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-27T02:00:00.0/2016-01-27T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-27T03:00:00.0/2016-01-27T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-27T04:00:00.0/2016-01-27T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-27T05:00:00.0/2016-01-27T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-27T06:00:00.0/2016-01-27T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-27T07:00:00.0/2016-01-27T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-27T08:00:00.0/2016-01-27T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-27T09:00:00.0/2016-01-27T10:00:00.0;78.2043;36.7302;19.5830;17.1472;192.0034
2016-01-27T10:00:00.0/2016-01-27T11:00:00.0;360.4814;231.8674;171.5670;60.3004;650.1531
2016-01-27T11:00:00.0/2016-01-27T12:00:00.0;644.6626;468.6082;384.3315;84.2767;832.9744
2016-01-27T12:00:00.0/2016-01-27T13:00:00.0;901.2436;690.7041;591.3023;99.4019;920.0007
2016-01-27T13:00:00.0/2016-01-27T14:00:00.0;1112.7272;875.3003;765.6789;109.6214;965.8408
2016-01-27T14:00:00.0/2016-01-27T15:00:00.0;1264.6861;1007.7500;891.1549;116.5951;989.3901
2016-01-27T15:00:00.0/2016-01-27T16:00:00.0;1346.7478;1078.0034;957.1391;120.8643;998.0041
2016-01-27T16:00:00.0/2016-01-27T17:00:00.0;1353.3022;1080.7243;958.1634;122.5609;994.2116
2016-01-27T17:00:00.0/2016-01-27T18:00:00.0;1283.8849;1015.9461;894.2517;121.6943;977.9130
2016-01-27T18:00:00.0/2016-01-27T19:00:00.0;1143.2103;888.8560;771.1825;117.6735;946.7381
2016-01-27T19:00:00.0/2016-01-27T20:00:00.0;940.8493;709.1598;599.5936;109.5661;893.4815
2016-01-27T20:00:00.0/2016-01-27T21:00:00.0;690.5777;491.5420;395.7724;95.7697;800.7686
2016-01-27T21:00:00.0/2016-01-27T22:00:00.0;409.4365;257.6853;185.6612;72.0241;621.7029
2016-01-27T22:00:00.0/2016-01-27T23:00:00.0;117.9749;54.3699;27.8651;26.5048;220.3229
2016-01-27T23:00:00.0/2016-01-28T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-28T00:00:00.0/2016-01-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-28T01:00:00.0/2016-01-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-28T02:00:00.0/2016-01-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-28T03:00:00.0/2016-01-28T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-28T04:00:00.0/2016-01-28T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-28T05:00:00.0/2016-01-28T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-28T06:00:00.0/2016-01-28T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-28T07:00:00.0/2016-01-28T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-28T08:00:00.0/2016-01-28T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-28T09:00:00.0/2016-01-28T10:00:00.0;74.9985;32.4821;16.4005;16.0816;162.5272
2016-01-28T10:00:00.0/2016-01-28T11:00:00.0;356.3887;216.4217;156.2429;60.1788;596.9574
2016-01-28T11:00:00.0/2016-01-28T12:00:00.0;640.9937;445.4077;359.2254;86.1823;782.4467
2016-01-28T12:00:00.0/2016-01-28T13:00:00.0;898.0246;663.5142;560.9149;102.5992;875.4007
2016-01-28T13:00:00.0/2016-01-28T14:00:00.0;1109.9531;847.7569;734.5649;113.1920;928.5890
2016-01-28T14:00:00.0/2016-01-28T15:00:00.0;1262.3211;981.9042;861.6957;120.2085;958.2121
2016-01-28T15:00:00.0/2016-01-28T16:00:00.0;1344.7277;1054.3806;930.0111;124.3695;970.9479
2016-01-28T16:00:00.0/2016-01-28T17:00:00.0;1351.5390;1059.3025;933.4299;125.8726;969.5960
2016-01-28T17:00:00.0/2016-01-28T18:00:00.0;1282.2731;996.8980;872.3646;124.5334;954.9663
2016-01-28T18:00:00.0/2016-01-28T19:00:00.0;1141.6335;871.6532;750.5123;121.1409;922.3586
2016-01-28T19:00:00.0/2016-01-28T20:00:00.0;939.1891;693.5889;579.1765;114.4123;864.2235
2016-01-28T20:00:00.0/2016-01-28T21:00:00.0;688.7211;478.1858;377.3652;100.8207;764.9778
2016-01-28T21:00:00.0/2016-01-28T22:00:00.0;407.2840;247.9969;173.3366;74.6603;582.4404
2016-01-28T22:00:00.0/2016-01-28T23:00:00.0;115.7638;51.0107;24.8349;26.1758;197.1722
2016-01-28T23:00:00.0/2016-01-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-29T00:00:00.0/2016-01-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-29T01:00:00.0/2016-01-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-29T02:00:00.0/2016-01-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-29T03:00:00.0/2016-01-29T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-29T04:00:00.0/2016-01-29T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-29T05:00:00.0/2016-01-29T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-29T06:00:00.0/2016-01-29T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-29T07:00:00.0/2016-01-29T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-29T08:00:00.0/2016-01-29T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-29T09:00:00.0/2016-01-29T10:00:00.0;71.8552;24.9082;6.6191;18.2891;63.5074
2016-01-29T10:00:00.0/2016-01-29T11:00:00.0;352.2838;184.6714;96.8869;87.7845;366.7152
2016-01-29T11:00:00.0/2016-01-29T12:00:00.0;637.3089;404.1575;264.4588;139.6987;576.9764
2016-01-29T12:00:00.0/2016-01-29T13:00:00.0;894.7821;618.6870;447.1028;171.5842;699.2118
2016-01-29T13:00:00.0/2016-01-29T14:00:00.0;1107.1443;800.8351;612.4516;188.3834;775.6468
2016-01-29T14:00:00.0/2016-01-29T15:00:00.0;1259.9075;933.3047;737.1051;196.1996;820.9205
2016-01-29T15:00:00.0/2016-01-29T16:00:00.0;1342.6434;1004.9236;804.8122;200.1114;841.3343
2016-01-29T16:00:00.0/2016-01-29T17:00:00.0;1349.6953;1010.0540;808.6808;201.3732;840.9590
2016-01-29T17:00:00.0/2016-01-29T18:00:00.0;1280.5647;948.7249;751.2322;197.4927;823.2101
2016-01-29T18:00:00.0/2016-01-29T19:00:00.0;1139.9459;825.8941;637.2502;188.6439;783.9480
2016-01-29T19:00:00.0/2016-01-29T20:00:00.0;937.4062;651.4571;478.7225;172.7346;714.9782
2016-01-29T20:00:00.0/2016-01-29T21:00:00.0;686.7334;440.7356;295.6964;145.0392;599.4904
2016-01-29T21:00:00.0/2016-01-29T22:00:00.0;404.9961;219.6928;121.6953;97.9975;406.8949
2016-01-29T22:00:00.0/2016-01-29T23:00:00.0;113.4052;42.2691;13.5335;28.7357;104.1482
2016-01-29T23:00:00.0/2016-01-30T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-30T00:00:00.0/2016-01-30T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-30T01:00:00.0/2016-01-30T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-30T02:00:00.0/2016-01-30T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-30T03:00:00.0/2016-01-30T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-30T04:00:00.0/2016-01-30T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-30T05:00:00.0/2016-01-30T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-30T06:00:00.0/2016-01-30T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-30T07:00:00.0/2016-01-30T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-30T08:00:00.0/2016-01-30T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-30T09:00:00.0/2016-01-30T10:00:00.0;68.7760;25.5771;9.0820;16.4951;90.5650
2016-01-30T10:00:00.0/2016-01-30T11:00:00.0;348.1681;192.0150;116.8163;75.1987;450.8105
2016-01-30T11:00:00.0/2016-01-30T12:00:00.0;633.6092;413.9928;297.6776;116.3152;654.2331
2016-01-30T12:00:00.0/2016-01-30T13:00:00.0;891.5164;628.0258;483.0751;144.9507;758.7076
2016-01-30T13:00:00.0/2016-01-30T14:00:00.0;1104.3007;808.6828;642.4095;166.2733;815.7603
2016-01-30T14:00:00.0/2016-01-30T15:00:00.0;1257.4448;939.9848;758.3524;181.6324;846.1448
2016-01-30T15:00:00.0/2016-01-30T16:00:00.0;1340.4940;1010.8900;818.4255;192.4645;856.7472
2016-01-30T16:00:00.0/2016-01-30T17:00:00.0;1347.7702;1015.4954;816.5053;198.9900;850.0898
2016-01-30T17:00:00.0/2016-01-30T18:00:00.0;1278.7591;953.3404;753.0148;200.3256;826.0829
2016-01-30T18:00:00.0/2016-01-30T19:00:00.0;1138.1469;831.4280;643.6640;187.7639;793.1531
2016-01-30T19:00:00.0/2016-01-30T20:00:00.0;935.5004;659.8935;498.1001;161.7934;745.8098
2016-01-30T20:00:00.0/2016-01-30T21:00:00.0;684.6147;451.8182;322.6139;129.2043;657.3980
2016-01-30T21:00:00.0/2016-01-30T22:00:00.0;402.5732;229.4414;141.9331;87.5083;479.2478
2016-01-30T22:00:00.0/2016-01-30T23:00:00.0;111.0041;44.3389;17.1578;27.1810;135.3066
2016-01-30T23:00:00.0/2016-01-31T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-31T00:00:00.0/2016-01-31T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-31T01:00:00.0/2016-01-31T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-31T02:00:00.0/2016-01-31T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-31T03:00:00.0/2016-01-31T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-31T04:00:00.0/2016-01-31T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-31T05:00:00.0/2016-01-31T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-31T06:00:00.0/2016-01-31T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-31T07:00:00.0/2016-01-31T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-31T08:00:00.0/2016-01-31T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-01-31T09:00:00.0/2016-01-31T10:00:00.0;65.7623;25.9019;10.5023;15.3996;107.9483
2016-01-31T10:00:00.0/2016-01-31T11:00:00.0;344.0430;199.7160;132.1960;67.5200;517.1379
2016-01-31T11:00:00.0/2016-01-31T12:00:00.0;629.8953;430.4871;332.6707;97.8164;735.4927
2016-01-31T12:00:00.0/2016-01-31T13:00:00.0;888.2279;652.6321;538.3103;114.3218;848.3974
2016-01-31T13:00:00.0/2016-01-31T14:00:00.0;1101.4222;840.5263;717.3184;123.2079;912.9924
2016-01-31T14:00:00.0/2016-01-31T15:00:00.0;1254.9326;978.2265;851.0621;127.1644;951.2005
2016-01-31T15:00:00.0/2016-01-31T16:00:00.0;1338.2790;1053.7343;925.5992;128.1350;970.2742
2016-01-31T16:00:00.0/2016-01-31T17:00:00.0;1345.7628;1061.0126;934.2447;126.7679;973.9046
2016-01-31T17:00:00.0/2016-01-31T18:00:00.0;1276.8555;1000.3976;877.8178;122.5799;964.3444
2016-01-31T18:00:00.0/2016-01-31T19:00:00.0;1136.2359;877.0427;761.8900;115.1527;940.2591
2016-01-31T19:00:00.0/2016-01-31T20:00:00.0;933.4714;700.6972;596.6595;104.0377;895.4560
2016-01-31T20:00:00.0/2016-01-31T21:00:00.0;682.3653;485.8139;397.5374;88.2766;813.6510
2016-01-31T21:00:00.0/2016-01-31T22:00:00.0;400.0160;254.4044;190.2299;64.1745;653.1329
2016-01-31T22:00:00.0/2016-01-31T23:00:00.0;108.4797;51.7747;29.3689;22.4058;246.9536
2016-01-31T23:00:00.0/2016-02-01T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-01T00:00:00.0/2016-02-01T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-01T01:00:00.0/2016-02-01T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-01T02:00:00.0/2016-02-01T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-01T03:00:00.0/2016-02-01T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-01T04:00:00.0/2016-02-01T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-01T05:00:00.0/2016-02-01T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-01T06:00:00.0/2016-02-01T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-01T07:00:00.0/2016-02-01T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-01T08:00:00.0/2016-02-01T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-01T09:00:00.0/2016-02-01T10:00:00.0;62.8155;29.8699;17.2269;12.6430;190.3622
2016-02-01T10:00:00.0/2016-02-01T11:00:00.0;339.9099;221.6919;171.9289;49.7631;689.4102
2016-02-01T11:00:00.0/2016-02-01T12:00:00.0;626.1681;460.9883;392.0460;68.9423;873.8423
2016-02-01T12:00:00.0/2016-02-01T13:00:00.0;884.9168;686.2607;605.9265;80.3342;959.0446
2016-02-01T13:00:00.0/2016-02-01T14:00:00.0;1098.5087;874.4410;786.5635;87.8775;1003.8213
2016-02-01T14:00:00.0/2016-02-01T15:00:00.0;1252.3704;1010.3819;917.5938;92.7881;1027.5085
2016-02-01T15:00:00.0/2016-02-01T16:00:00.0;1335.9978;1083.3601;987.6982;95.6619;1036.8891
2016-02-01T16:00:00.0/2016-02-01T17:00:00.0;1343.6726;1087.9732;991.4155;96.5578;1034.8309
2016-02-01T17:00:00.0/2016-02-01T18:00:00.0;1274.8532;1023.9448;928.5325;95.4123;1021.3776
2016-02-01T18:00:00.0/2016-02-01T19:00:00.0;1134.2124;896.6153;804.3145;92.3009;994.1061
2016-02-01T19:00:00.0/2016-02-01T20:00:00.0;931.3191;715.8968;629.3523;86.5445;946.4725
2016-02-01T20:00:00.0/2016-02-01T21:00:00.0;679.9854;496.4545;420.0534;76.4011;862.6546
2016-02-01T21:00:00.0/2016-02-01T22:00:00.0;397.3253;259.6971;201.3529;58.3442;695.9077
2016-02-01T22:00:00.0/2016-02-01T23:00:00.0;105.8665;52.0490;30.8763;21.1727;263.0035
2016-02-01T23:00:00.0/2016-02-02T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-02T00:00:00.0/2016-02-02T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-02T01:00:00.0/2016-02-02T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-02T02:00:00.0/2016-02-02T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-02T03:00:00.0/2016-02-02T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-02T04:00:00.0/2016-02-02T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-02T05:00:00.0/2016-02-02T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-02T06:00:00.0/2016-02-02T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-02T07:00:00.0/2016-02-02T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-02T08:00:00.0/2016-02-02T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-02T09:00:00.0/2016-02-02T10:00:00.0;59.9367;26.8325;14.3195;12.5130;159.4972
2016-02-02T10:00:00.0/2016-02-02T11:00:00.0;335.7703;210.9952;158.5067;52.4885;640.8013
2016-02-02T11:00:00.0/2016-02-02T12:00:00.0;622.4286;446.4748;372.4366;74.0382;834.4094
2016-02-02T12:00:00.0/2016-02-02T13:00:00.0;881.5837;669.7939;582.6542;87.1397;925.2936
2016-02-02T13:00:00.0/2016-02-02T14:00:00.0;1095.5601;857.3183;761.1348;96.1836;973.6639
2016-02-02T14:00:00.0/2016-02-02T15:00:00.0;1249.7579;993.5034;891.1766;102.3268;999.7238
2016-02-02T15:00:00.0/2016-02-02T16:00:00.0;1333.6496;1067.2308;961.0976;106.1332;1010.4647
2016-02-02T16:00:00.0/2016-02-02T17:00:00.0;1341.4987;1072.7145;964.9834;107.7310;1008.5997
2016-02-02T17:00:00.0/2016-02-02T18:00:00.0;1272.7516;1009.7589;902.7605;106.9984;994.3861
2016-02-02T18:00:00.0/2016-02-02T19:00:00.0;1132.0761;883.0203;778.7754;104.2449;964.0172
2016-02-02T19:00:00.0/2016-02-02T20:00:00.0;929.0433;702.5773;604.0685;98.5088;910.2166
2016-02-02T20:00:00.0/2016-02-02T21:00:00.0;677.4752;483.7123;396.5351;87.1772;816.5248
2016-02-02T21:00:00.0/2016-02-02T22:00:00.0;394.5017;248.8619;183.4848;65.3772;636.2694
2016-02-02T22:00:00.0/2016-02-02T23:00:00.0;103.2320;47.6676;25.4430;22.2246;214.9743
2016-02-02T23:00:00.0/2016-02-03T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-03T00:00:00.0/2016-02-03T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-03T01:00:00.0/2016-02-03T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-03T02:00:00.0/2016-02-03T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-03T03:00:00.0/2016-02-03T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-03T04:00:00.0/2016-02-03T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-03T05:00:00.0/2016-02-03T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-03T06:00:00.0/2016-02-03T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-03T07:00:00.0/2016-02-03T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-03T08:00:00.0/2016-02-03T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-02-03T09:00:00.0/2016-02-03T10:00:00.0;57.1271;22.5758;9.3330;13.2428;103.3256
2016-02-03T10:00:00.0/2016-02-03T11:00:00.0;331.6256;193.1321;128.5850;64.5471;520.8633
2016-02-03T11:00:00.0/2016-02-03T12:00:00.0;618.6776;423.0719;325.5370;97.5350;732.3714
2016-02-03T12:00:00.0/2016-02-03T13:00:00.0;878.2290;642.0143;518.0410;123.9733;825.6601
2016-02-03T13:00:00.0/2016-02-03T14:00:00.0;1092.5766;824.3928;673.4274;150.9653;863.6742
2016-02-03T14:00:00.0/2016-02-03T15:00:00.0;1247.0948;956.1302;781.3651;174.7651;878.2417
2016-02-03T15:00:00.0/2016-02-03T16:00:00.0;1331.2340;1028.8447;843.9792;184.8655;888.6606
2016-02-03T16:00:00.0/2016-02-03T17:00:00.0;1339.2406;1036.4545;855.0223;181.4322;894.9349
2016-02-03T17:00:00.0/2016-02-03T18:00:00.0;1270.5500;975.7266;802.4869;173.2398;885.2223
2016-02-03T18:00:00.0/2016-02-03T19:00:00.0;1129.8263;850.7996;688.3820;162.4175;853.4438
