# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.0 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2016-01-01T00:00:00.0
# Date end (ISO 8601): 2017-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): -30.4192
# Longitude (positive East, ISO 19115): -57.4632
# Altitude (m): 90.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2016-03-10T02:00:00.0/2016-03-10T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-10T03:00:00.0/2016-03-10T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-10T04:00:00.0/2016-03-10T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-10T05:00:00.0/2016-03-10T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-10T06:00:00.0/2016-03-10T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-10T07:00:00.0/2016-03-10T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-10T08:00:00.0/2016-03-10T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-10T09:00:00.0/2016-03-10T10:00:00.0;3.5227;0.8567;0.0467;0.8099;1.5233
2016-03-10T10:00:00.0/2016-03-10T11:00:00.0;201.3859;97.0413;45.9825;51.0588;260.9298
2016-03-10T11:00:00.0/2016-03-10T12:00:00.0;500.0222;318.4289;211.2768;107.1521;573.4709
2016-03-10T12:00:00.0/2016-03-10T13:00:00.0;767.7591;544.1227;405.7337;138.3890;726.9095
2016-03-10T13:00:00.0/2016-03-10T14:00:00.0;986.3270;734.4866;578.4234;156.0633;808.8980
2016-03-10T14:00:00.0/2016-03-10T15:00:00.0;1140.8075;870.9695;705.5084;165.4611;853.7393
2016-03-10T15:00:00.0/2016-03-10T16:00:00.0;1220.6521;941.9301;771.4809;170.4492;872.7497
2016-03-10T16:00:00.0/2016-03-10T17:00:00.0;1220.4022;941.6883;769.6299;172.0584;870.8039
2016-03-10T17:00:00.0/2016-03-10T18:00:00.0;1140.0615;870.5807;701.8235;168.7572;849.7773
2016-03-10T18:00:00.0/2016-03-10T19:00:00.0;985.0963;734.2299;575.6068;158.6231;805.9043
2016-03-10T19:00:00.0/2016-03-10T20:00:00.0;766.0615;544.0892;404.4595;139.6298;726.1725
2016-03-10T20:00:00.0/2016-03-10T21:00:00.0;497.8807;318.9212;211.3285;107.5928;576.1521
2016-03-10T21:00:00.0/2016-03-10T22:00:00.0;198.8271;96.9215;45.6380;51.2835;260.3418
2016-03-10T22:00:00.0/2016-03-10T23:00:00.0;3.1055;0.7537;0.0348;0.7190;1.0962
2016-03-10T23:00:00.0/2016-03-11T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-11T00:00:00.0/2016-03-11T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-11T01:00:00.0/2016-03-11T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-11T02:00:00.0/2016-03-11T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-11T03:00:00.0/2016-03-11T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-11T04:00:00.0/2016-03-11T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-11T05:00:00.0/2016-03-11T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-11T06:00:00.0/2016-03-11T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-11T07:00:00.0/2016-03-11T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-11T08:00:00.0/2016-03-11T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-11T09:00:00.0/2016-03-11T10:00:00.0;3.0163;0.7932;0.0667;0.7265;2.0346
2016-03-11T10:00:00.0/2016-03-11T11:00:00.0;197.9030;105.3903;61.5244;43.8658;361.4763
2016-03-11T11:00:00.0/2016-03-11T12:00:00.0;496.4218;334.7204;253.5437;81.1767;695.4848
2016-03-11T12:00:00.0/2016-03-11T13:00:00.0;763.9574;560.4734;463.3275;97.1459;834.5637
2016-03-11T13:00:00.0/2016-03-11T14:00:00.0;982.2538;749.1040;645.0832;104.0208;905.6301
2016-03-11T14:00:00.0/2016-03-11T15:00:00.0;1136.4115;883.5701;777.7451;105.8249;944.3621
2016-03-11T15:00:00.0/2016-03-11T16:00:00.0;1215.9041;952.8260;846.7275;106.0985;961.1132
2016-03-11T16:00:00.0/2016-03-11T17:00:00.0;1215.2972;951.4928;845.8821;105.6107;960.6086
2016-03-11T17:00:00.0/2016-03-11T18:00:00.0;1134.6193;879.9108;777.3042;102.6066;945.2884
2016-03-11T18:00:00.0/2016-03-11T19:00:00.0;979.3599;743.9255;645.3178;98.6077;908.5306
2016-03-11T19:00:00.0/2016-03-11T20:00:00.0;760.0945;554.6662;462.7716;91.8945;837.6754
2016-03-11T20:00:00.0/2016-03-11T21:00:00.0;491.7626;329.4336;253.1351;76.2985;700.9776
2016-03-11T21:00:00.0/2016-03-11T22:00:00.0;192.6480;102.1493;61.7307;40.4186;372.3685
2016-03-11T22:00:00.0/2016-03-11T23:00:00.0;2.2994;0.5912;0.0528;0.5384;1.4895
2016-03-11T23:00:00.0/2016-03-12T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-12T00:00:00.0/2016-03-12T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-12T01:00:00.0/2016-03-12T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-12T02:00:00.0/2016-03-12T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-12T03:00:00.0/2016-03-12T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-12T04:00:00.0/2016-03-12T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-12T05:00:00.0/2016-03-12T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-12T06:00:00.0/2016-03-12T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-12T07:00:00.0/2016-03-12T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-12T08:00:00.0/2016-03-12T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-12T09:00:00.0/2016-03-12T10:00:00.0;2.5412;0.6417;0.0355;0.6062;0.9956
2016-03-12T10:00:00.0/2016-03-12T11:00:00.0;194.4332;99.6736;50.9655;48.7082;298.8453
2016-03-12T11:00:00.0/2016-03-12T12:00:00.0;492.8171;327.6744;228.2243;99.4501;628.6670
2016-03-12T12:00:00.0/2016-03-12T13:00:00.0;760.1340;557.4995;433.8251;123.6744;784.2802
2016-03-12T13:00:00.0/2016-03-12T14:00:00.0;978.1429;751.4561;618.2550;133.2011;870.9122
2016-03-12T14:00:00.0/2016-03-12T15:00:00.0;1131.9637;890.7598;755.7507;135.0091;920.6860
2016-03-12T15:00:00.0/2016-03-12T16:00:00.0;1211.0936;963.0947;828.4907;134.6039;943.6397
2016-03-12T16:00:00.0/2016-03-12T17:00:00.0;1210.1229;962.7647;829.4028;133.3619;945.4245
2016-03-12T17:00:00.0/2016-03-12T18:00:00.0;1129.1055;890.7658;762.0418;128.7241;930.7532
2016-03-12T18:00:00.0/2016-03-12T19:00:00.0;973.5542;753.0249;633.9926;119.0323;897.5410
2016-03-12T19:00:00.0/2016-03-12T20:00:00.0;754.0649;560.9278;457.7175;103.2102;834.9220
2016-03-12T20:00:00.0/2016-03-12T21:00:00.0;485.5927;332.1015;252.4988;79.6027;708.2524
2016-03-12T21:00:00.0/2016-03-12T22:00:00.0;186.4310;101.1220;61.5704;39.5516;381.3836
2016-03-12T22:00:00.0/2016-03-12T23:00:00.0;1.6097;0.4161;0.0367;0.3794;0.7950
2016-03-12T23:00:00.0/2016-03-13T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-13T00:00:00.0/2016-03-13T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-13T01:00:00.0/2016-03-13T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-13T02:00:00.0/2016-03-13T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-13T03:00:00.0/2016-03-13T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-13T04:00:00.0/2016-03-13T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-13T05:00:00.0/2016-03-13T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-13T06:00:00.0/2016-03-13T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-13T07:00:00.0/2016-03-13T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-13T08:00:00.0/2016-03-13T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-13T09:00:00.0/2016-03-13T10:00:00.0;2.1436;0.5537;0.0489;0.5048;1.4719
2016-03-13T10:00:00.0/2016-03-13T11:00:00.0;190.9764;101.5434;60.2242;41.3193;365.4386
2016-03-13T11:00:00.0/2016-03-13T12:00:00.0;489.2081;329.6476;247.6128;82.0348;688.7786
2016-03-13T12:00:00.0/2016-03-13T13:00:00.0;756.2891;556.1374;452.5653;103.5721;822.5456
2016-03-13T13:00:00.0/2016-03-13T14:00:00.0;973.9944;746.0443;630.8051;115.2392;892.1591
2016-03-13T14:00:00.0/2016-03-13T15:00:00.0;1127.4650;881.3904;759.6859;121.7045;928.7838
2016-03-13T15:00:00.0/2016-03-13T16:00:00.0;1206.2218;950.4921;823.1249;127.3672;940.8401
2016-03-13T16:00:00.0/2016-03-13T17:00:00.0;1204.8811;947.8232;815.3194;132.5038;932.8877
2016-03-13T17:00:00.0/2016-03-13T18:00:00.0;1123.5223;874.0376;740.1012;133.9364;907.8571
2016-03-13T18:00:00.0/2016-03-13T19:00:00.0;967.6818;735.6441;607.2670;128.3771;864.2684
2016-03-13T19:00:00.0/2016-03-13T20:00:00.0;747.9757;544.0160;429.7540;114.2620;789.3114
2016-03-13T20:00:00.0/2016-03-13T21:00:00.0;479.3740;316.7322;227.4085;89.3237;643.7377
2016-03-13T21:00:00.0/2016-03-13T22:00:00.0;180.1795;92.1693;50.2251;41.9442;312.2719
2016-03-13T22:00:00.0/2016-03-13T23:00:00.0;1.0034;0.2398;0.0078;0.2320;0.0000
2016-03-13T23:00:00.0/2016-03-14T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-14T00:00:00.0/2016-03-14T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-14T01:00:00.0/2016-03-14T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-14T02:00:00.0/2016-03-14T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-14T03:00:00.0/2016-03-14T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-14T04:00:00.0/2016-03-14T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-14T05:00:00.0/2016-03-14T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-14T06:00:00.0/2016-03-14T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-14T07:00:00.0/2016-03-14T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-14T08:00:00.0/2016-03-14T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-14T09:00:00.0/2016-03-14T10:00:00.0;1.7576;0.4616;0.0495;0.4121;0.9705
2016-03-14T10:00:00.0/2016-03-14T11:00:00.0;187.5323;102.7082;66.0054;36.7028;410.3546
2016-03-14T11:00:00.0/2016-03-14T12:00:00.0;485.5948;332.2602;262.4316;69.8286;735.9357
2016-03-14T12:00:00.0/2016-03-14T13:00:00.0;752.4229;557.8695;471.2753;86.5942;860.8748
2016-03-14T13:00:00.0/2016-03-14T14:00:00.0;969.8090;746.0867;649.6284;96.4582;922.3782
2016-03-14T14:00:00.0/2016-03-14T15:00:00.0;1122.9160;879.8809;777.4966;102.3843;953.9386
2016-03-14T15:00:00.0/2016-03-14T16:00:00.0;1201.2899;947.5741;841.3230;106.2511;965.0656
2016-03-14T16:00:00.0/2016-03-14T17:00:00.0;1199.5734;943.7453;835.3704;108.3749;959.5540
2016-03-14T17:00:00.0/2016-03-14T18:00:00.0;1117.8718;869.3550;761.6436;107.7114;938.5544
2016-03-14T18:00:00.0/2016-03-14T19:00:00.0;961.7453;730.8921;627.4916;103.4005;898.1306
2016-03-14T19:00:00.0/2016-03-14T20:00:00.0;741.8298;539.8329;445.9039;93.9290;825.5123
2016-03-14T20:00:00.0/2016-03-14T21:00:00.0;473.1099;313.7895;238.3525;75.4371;683.9739
2016-03-14T21:00:00.0/2016-03-14T22:00:00.0;173.8968;89.8221;53.2610;36.5611;340.1622
2016-03-14T22:00:00.0/2016-03-14T23:00:00.0;0.5694;0.1313;0.0043;0.1270;0.0000
2016-03-14T23:00:00.0/2016-03-15T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-15T00:00:00.0/2016-03-15T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-15T01:00:00.0/2016-03-15T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-15T02:00:00.0/2016-03-15T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-15T03:00:00.0/2016-03-15T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-15T04:00:00.0/2016-03-15T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-15T05:00:00.0/2016-03-15T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-15T06:00:00.0/2016-03-15T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-15T07:00:00.0/2016-03-15T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-15T08:00:00.0/2016-03-15T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-15T09:00:00.0/2016-03-15T10:00:00.0;1.4000;0.3581;0.0449;0.3132;0.0000
2016-03-15T10:00:00.0/2016-03-15T11:00:00.0;184.1008;100.2131;67.8538;32.3592;430.9834
2016-03-15T11:00:00.0/2016-03-15T12:00:00.0;481.9769;326.5010;265.7060;60.7950;750.7983
2016-03-15T12:00:00.0/2016-03-15T13:00:00.0;748.5353;549.1900;474.6737;74.5163;871.1838
2016-03-15T13:00:00.0/2016-03-15T14:00:00.0;965.5870;735.7236;653.7017;82.0219;931.7253
2016-03-15T14:00:00.0/2016-03-15T15:00:00.0;1118.3177;868.7450;782.6173;86.1277;963.6435
2016-03-15T15:00:00.0/2016-03-15T16:00:00.0;1196.2993;936.7564;848.6498;88.1066;976.9936
2016-03-15T16:00:00.0/2016-03-15T17:00:00.0;1194.2016;934.2380;845.9617;88.2763;975.5775
2016-03-15T17:00:00.0/2016-03-15T18:00:00.0;1112.1562;861.7242;775.4400;86.2841;960.0082
2016-03-15T18:00:00.0/2016-03-15T19:00:00.0;955.7473;725.3518;643.5887;81.7631;926.6033
2016-03-15T19:00:00.0/2016-03-15T20:00:00.0;735.6301;536.6198;462.8705;73.7494;864.1338
2016-03-15T20:00:00.0/2016-03-15T21:00:00.0;466.8036;313.0302;253.5976;59.4326;738.8455
2016-03-15T21:00:00.0/2016-03-15T22:00:00.0;167.5863;89.1880;59.4553;29.7328;395.2087
2016-03-15T22:00:00.0/2016-03-15T23:00:00.0;0.2568;0.0572;0.0028;0.0543;0.0000
2016-03-15T23:00:00.0/2016-03-16T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-16T00:00:00.0/2016-03-16T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-16T01:00:00.0/2016-03-16T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-16T02:00:00.0/2016-03-16T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-16T03:00:00.0/2016-03-16T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-16T04:00:00.0/2016-03-16T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-16T05:00:00.0/2016-03-16T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-16T06:00:00.0/2016-03-16T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-16T07:00:00.0/2016-03-16T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-16T08:00:00.0/2016-03-16T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-16T09:00:00.0/2016-03-16T10:00:00.0;1.1212;0.2658;0.0165;0.2493;0.0000
2016-03-16T10:00:00.0/2016-03-16T11:00:00.0;180.6815;92.9609;56.4359;36.5250;354.4618
2016-03-16T11:00:00.0/2016-03-16T12:00:00.0;478.3542;314.7931;240.6942;74.0989;683.3611
2016-03-16T12:00:00.0/2016-03-16T13:00:00.0;744.6265;536.2204;441.7806;94.4398;814.2852
2016-03-16T13:00:00.0/2016-03-16T14:00:00.0;961.3287;721.6524;614.7660;106.8864;879.5476
2016-03-16T14:00:00.0/2016-03-16T15:00:00.0;1113.6707;853.4221;738.6242;114.7978;912.7627
2016-03-16T15:00:00.0/2016-03-16T16:00:00.0;1191.2511;920.3755;801.1993;119.1762;925.7731
2016-03-16T16:00:00.0/2016-03-16T17:00:00.0;1188.7675;917.0428;796.6890;120.3538;922.4420
2016-03-16T17:00:00.0/2016-03-16T18:00:00.0;1106.3780;843.7433;725.5284;118.2149;902.3472
2016-03-16T18:00:00.0/2016-03-16T19:00:00.0;949.6905;706.9080;595.0268;111.8811;861.4677
2016-03-16T19:00:00.0/2016-03-16T20:00:00.0;729.3800;517.9929;418.2056;99.7873;786.3085
2016-03-16T20:00:00.0/2016-03-16T21:00:00.0;460.4585;295.2381;217.3188;77.9193;638.6501
2016-03-16T21:00:00.0/2016-03-16T22:00:00.0;161.2516;78.5297;43.5624;34.9673;284.9482
2016-03-16T22:00:00.0/2016-03-16T23:00:00.0;0.0667;0.0141;0.0016;0.0125;0.0000
2016-03-16T23:00:00.0/2016-03-17T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-17T00:00:00.0/2016-03-17T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-17T01:00:00.0/2016-03-17T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-17T02:00:00.0/2016-03-17T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-17T03:00:00.0/2016-03-17T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-17T04:00:00.0/2016-03-17T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-17T05:00:00.0/2016-03-17T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-17T06:00:00.0/2016-03-17T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-17T07:00:00.0/2016-03-17T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-17T08:00:00.0/2016-03-17T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-17T09:00:00.0/2016-03-17T10:00:00.0;0.8478;0.1929;0.0054;0.1875;0.0000
2016-03-17T10:00:00.0/2016-03-17T11:00:00.0;177.2739;88.5399;50.6529;37.8870;317.2613
2016-03-17T11:00:00.0/2016-03-17T12:00:00.0;474.7265;307.4869;228.3342;79.1527;651.9467
2016-03-17T12:00:00.0/2016-03-17T13:00:00.0;740.6964;528.1676;427.6019;100.5657;791.5838
2016-03-17T13:00:00.0/2016-03-17T14:00:00.0;957.0346;713.5941;601.7183;111.8758;864.1564
2016-03-17T14:00:00.0/2016-03-17T15:00:00.0;1108.9760;845.5299;727.8243;117.7056;902.6871
2016-03-17T15:00:00.0/2016-03-17T16:00:00.0;1186.1469;912.9018;793.7171;119.1847;920.5571
2016-03-17T16:00:00.0/2016-03-17T17:00:00.0;1183.2730;910.2878;793.2593;117.0285;922.2462
2016-03-17T17:00:00.0/2016-03-17T18:00:00.0;1100.5393;837.9714;726.1319;111.8395;907.4437
2016-03-17T18:00:00.0/2016-03-17T19:00:00.0;943.5779;702.1192;598.7050;103.4143;872.0266
2016-03-17T19:00:00.0/2016-03-17T20:00:00.0;723.0824;514.3922;423.7891;90.6030;803.5752
2016-03-17T20:00:00.0/2016-03-17T21:00:00.0;454.0781;293.1426;223.2452;69.8974;665.8242
2016-03-17T21:00:00.0/2016-03-17T22:00:00.0;154.8961;76.8396;45.6302;31.2094;308.3950
2016-03-17T22:00:00.0/2016-03-17T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-17T23:00:00.0/2016-03-18T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-18T00:00:00.0/2016-03-18T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-18T01:00:00.0/2016-03-18T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-18T02:00:00.0/2016-03-18T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-18T03:00:00.0/2016-03-18T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-18T04:00:00.0/2016-03-18T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-18T05:00:00.0/2016-03-18T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-18T06:00:00.0/2016-03-18T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-18T07:00:00.0/2016-03-18T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-18T08:00:00.0/2016-03-18T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-18T09:00:00.0/2016-03-18T10:00:00.0;0.5999;0.1329;0.0016;0.1312;0.0000
2016-03-18T10:00:00.0/2016-03-18T11:00:00.0;173.8775;85.9500;48.7920;37.1580;307.5419
2016-03-18T11:00:00.0/2016-03-18T12:00:00.0;471.0934;303.4498;226.8217;76.6282;651.8251
2016-03-18T12:00:00.0/2016-03-18T13:00:00.0;736.7449;521.2593;423.1436;98.1156;787.4544
2016-03-18T13:00:00.0/2016-03-18T14:00:00.0;952.7050;702.2380;588.2508;113.9872;848.3344
2016-03-18T14:00:00.0/2016-03-18T15:00:00.0;1104.2345;829.9846;704.7330;125.2516;877.3908
2016-03-18T15:00:00.0/2016-03-18T16:00:00.0;1180.9880;893.3681;756.3453;137.0228;880.6130
2016-03-18T16:00:00.0/2016-03-18T17:00:00.0;1177.7200;887.0959;737.8160;149.2799;861.2881
2016-03-18T17:00:00.0/2016-03-18T18:00:00.0;1094.6428;811.6885;655.0067;156.6819;822.2434
2016-03-18T18:00:00.0/2016-03-18T19:00:00.0;937.4123;670.5518;506.8680;163.6838;741.5019
2016-03-18T19:00:00.0/2016-03-18T20:00:00.0;716.7407;475.3665;316.0367;159.3297;601.1930
2016-03-18T20:00:00.0/2016-03-18T21:00:00.0;447.6657;251.3722;129.5358;121.8364;383.7024
2016-03-18T21:00:00.0/2016-03-18T22:00:00.0;148.5520;57.7172;16.0527;41.6645;102.5696
2016-03-18T22:00:00.0/2016-03-18T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-18T23:00:00.0/2016-03-19T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-19T00:00:00.0/2016-03-19T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-19T01:00:00.0/2016-03-19T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-19T02:00:00.0/2016-03-19T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-19T03:00:00.0/2016-03-19T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-19T04:00:00.0/2016-03-19T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-19T05:00:00.0/2016-03-19T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-19T06:00:00.0/2016-03-19T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-19T07:00:00.0/2016-03-19T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-19T08:00:00.0/2016-03-19T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-03-19T09:00:00.0/2016-03-19T10:00:00.0;0.4356;0.0827;0.0008;0.0819;0.0000
2016-03-19T10:00:00.0/2016-03-19T11:00:00.0;170.4918;63.1871;14.9006;48.2864;88.3089
2016-03-19T11:00:00.0/2016-03-19T12:00:00.0;467.4545;246.9052;104.6401;142.2651;298.4796
2016-03-19T12:00:00.0/2016-03-19T13:00:00.0;732.7720;454.9703;240.8450;214.1253;448.2869
2016-03-19T13:00:00.0/2016-03-19T14:00:00.0;948.3403;636.4490;376.4755;259.9734;544.3874
2016-03-19T14:00:00.0/2016-03-19T15:00:00.0;1099.4469;766.3732;478.6602;287.7130;597.9776
2016-03-19T15:00:00.0/2016-03-19T16:00:00.0;1175.7757;836.4663;547.9627;288.5037;640.3188
2016-03-19T16:00:00.0/2016-03-19T17:00:00.0;1172.1104;841.0864;576.7714;264.3150;676.2835
2016-03-19T17:00:00.0/2016-03-19T18:00:00.0;1088.6910;776.6390;545.0318;231.6072;687.9342
2016-03-19T18:00:00.0/2016-03-19T19:00:00.0;931.1966;648.3630;452.3629;196.0001;666.8019
2016-03-19T19:00:00.0/2016-03-19T20:00:00.0;710.3583;468.1415;312.3160;155.8255;601.4228
2016-03-19T20:00:00.0/2016-03-19T21:00:00.0;441.2250;257.0008;151.3431;105.6576;460.2545
