,,Starting_Time,Min_ConfInt,Max_ConfInt,Forecast,Real
21/04/2018,03:00,1300,200.08,659.39,429.73,420.32
21/04/2018,04:00,1300,92.72,555.79,324.25,317.80
21/04/2018,05:00,1300,71.36,538.18,304.77,283.42
21/04/2018,06:00,1300,90.77,561.34,326.06,180.82
21/04/2018,07:00,1300,127.52,601.85,364.69,163.21
21/04/2018,08:00,1300,136.66,614.74,375.70,226.35
21/04/2018,09:00,1300,123.45,605.28,364.36,180.23
21/04/2018,10:00,1300,87.03,572.62,329.83,156.20
21/04/2018,11:00,1300,28.70,518.04,273.37,158.03
21/04/2018,12:00,1300,0.00,431.32,184.77,141.89
21/04/2018,13:00,1300,0.00,407.25,158.83,151.06
21/04/2018,14:00,1300,0.00,425.25,174.95,164.34
21/04/2018,15:00,1300,0.00,423.23,171.05,139.09
21/04/2018,16:00,1300,0.00,484.43,230.37,127.40
21/04/2018,17:00,1300,61.68,573.56,317.62,145.23
21/04/2018,18:00,1300,97.03,612.66,354.85,163.96
21/04/2018,19:00,1300,194.39,713.77,454.08,197.50
21/04/2018,20:00,1300,288.84,811.98,550.41,214.02
21/04/2018,21:00,1300,318.86,845.75,582.31,218.81
21/04/2018,22:00,1300,340.03,870.68,605.35,234.37
21/04/2018,23:00,1300,405.96,940.36,673.16,240.91
22/04/2018,00:00,1300,498.56,1036.71,767.64,279.93
20/04/2018,01:00,0100,12.56,284.16,148.36,786.59
20/04/2018,02:00,0100,56.84,332.19,194.52,790.64
20/04/2018,03:00,0100,62.45,341.55,202.00,810.93
20/04/2018,04:00,0100,74.97,357.82,216.39,782.27
20/04/2018,05:00,0100,91.63,378.24,234.94,689.25
20/04/2018,06:00,0100,108.48,398.84,253.66,715.29
20/04/2018,07:00,0100,116.51,410.63,263.57,708.82
20/04/2018,08:00,0100,149.13,447.00,298.07,747.22
20/04/2018,09:00,0100,183.00,484.62,333.81,684.04
20/04/2018,10:00,0100,151.69,457.07,304.38,638.25
20/04/2018,11:00,0100,88.61,397.75,243.18,714.80
20/04/2018,12:00,0100,39.45,352.34,195.89,802.77
20/04/2018,13:00,0100,92.91,409.55,251.23,811.26
20/04/2018,14:00,0100,159.94,480.34,320.14,756.19
20/04/2018,15:00,0100,122.65,446.80,284.73,660.63
20/04/2018,16:00,0100,24.16,352.07,188.11,532.38
20/04/2018,17:00,0100,0.00,308.20,142.36,428.25
20/04/2018,18:00,0100,41.80,377.21,209.50,477.68
20/04/2018,19:00,0100,80.34,419.51,249.92,568.13
20/04/2018,20:00,0100,210.55,553.48,382.02,632.76
20/04/2018,21:00,0100,240.68,587.37,414.02,623.71
20/04/2018,22:00,0100,298.91,649.35,474.13,586.53
20/04/2018,23:00,0100,324.94,679.13,502.04,535.00
21/04/2018,00:00,0100,391.46,749.41,570.43,537.60
21/04/2018,01:00,0100,353.90,715.60,534.75,476.49
21/04/2018,02:00,0100,297.92,663.37,480.64,490.54
21/04/2018,03:00,0100,227.75,596.96,412.35,420.32
21/04/2018,04:00,0100,154.52,527.48,341.00,317.80
21/04/2018,05:00,0100,47.72,424.43,236.07,283.42
21/04/2018,06:00,0100,10.38,390.85,200.62,180.82
21/04/2018,07:00,0100,0.00,370.77,178.65,163.21
21/04/2018,08:00,0100,0.00,345.06,151.07,226.35
21/04/2018,09:00,0100,0.00,346.68,150.81,180.23
21/04/2018,10:00,0100,0.00,297.26,99.52,156.20
21/04/2018,11:00,0100,0.00,259.44,59.82,158.03
21/04/2018,12:00,0100,0.00,253.01,51.51,141.89
21/04/2018,13:00,0100,0.00,230.93,27.56,151.06
21/04/2018,14:00,0100,0.00,232.33,27.07,164.34
21/04/2018,15:00,0100,0.00,261.37,54.24,139.09
21/04/2018,16:00,0100,0.00,283.99,74.99,127.40
21/04/2018,17:00,0100,0.00,352.59,141.71,145.23
21/04/2018,18:00,0100,0.00,405.24,192.48,163.96
21/04/2018,19:00,0100,104.60,533.87,319.24,197.50
21/04/2018,20:00,0100,260.02,693.05,476.54,214.02
21/04/2018,21:00,0100,418.19,854.98,636.59,218.81
21/04/2018,22:00,0100,467.31,907.85,687.58,234.37
21/04/2018,23:00,0100,454.36,898.66,676.51,240.91
22/04/2018,00:00,0100,433.31,881.35,657.33,279.93
22/04/2018,01:00,0100,330.33,782.13,556.23,307.08
22/04/2018,02:00,0100,308.34,763.90,536.12,302.29
22/04/2018,03:00,0100,353.02,812.33,582.67,272.53
22/04/2018,04:00,0100,387.64,850.71,619.18,255.42
22/04/2018,05:00,0100,392.21,859.03,625.62,255.24
22/04/2018,06:00,0100,395.94,866.51,631.22,235.67
22/04/2018,07:00,0100,364.93,839.26,602.10,197.13
22/04/2018,08:00,0100,343.66,821.74,582.70,148.13
22/04/2018,09:00,0100,344.75,826.59,585.67,162.74
22/04/2018,10:00,0100,126.60,612.19,369.40,163.38
22/04/2018,11:00,0100,45.67,535.02,290.34,160.81
22/04/2018,12:00,0100,3.94,497.03,250.48,165.25
22/04/2018,13:00,0100,0.00,463.53,215.11,140.95
22/04/2018,14:00,0100,0.00,402.34,152.04,120.46
22/04/2018,15:00,0100,0.00,362.38,110.20,85.04
22/04/2018,16:00,0100,0.00,366.55,112.49,37.76
22/04/2018,17:00,0100,0.00,394.44,138.51,86.25
22/04/2018,18:00,0100,0.00,400.61,142.80,158.75
22/04/2018,19:00,0100,11.64,531.02,271.33,300.99
22/04/2018,20:00,0100,116.07,639.21,377.64,356.01
22/04/2018,21:00,0100,45.70,572.58,309.14,319.46
22/04/2018,22:00,0100,171.77,702.41,437.09,262.95
22/04/2018,23:00,0100,307.96,842.35,575.16,270.64
23/04/2018,00:00,0100,313.23,851.38,582.31,429.90
20/04/2018,01:00,0700,12.56,284.16,148.36,786.59
20/04/2018,02:00,0700,56.84,332.19,194.52,790.64
20/04/2018,03:00,0700,62.45,341.55,202.00,810.93
20/04/2018,04:00,0700,74.97,357.82,216.39,782.27
20/04/2018,05:00,0700,91.63,378.24,234.94,689.25
20/04/2018,06:00,0700,108.48,398.84,253.66,715.29
20/04/2018,07:00,0700,116.51,410.63,263.57,708.82
20/04/2018,08:00,0700,149.13,447.00,298.07,747.22
20/04/2018,09:00,0700,183.00,484.62,333.81,684.04
20/04/2018,10:00,0700,151.69,457.07,304.38,638.25
20/04/2018,11:00,0700,88.61,397.75,243.18,714.80
20/04/2018,12:00,0700,39.45,352.34,195.89,802.77
20/04/2018,13:00,0700,92.91,409.55,251.23,811.26
20/04/2018,14:00,0700,159.94,480.34,320.14,756.19
20/04/2018,15:00,0700,122.65,446.80,284.73,660.63
20/04/2018,16:00,0700,24.16,352.07,188.11,532.38
20/04/2018,17:00,0700,0.00,308.20,142.36,428.25
20/04/2018,18:00,0700,41.80,377.21,209.50,477.68
20/04/2018,19:00,0700,80.34,419.51,249.92,568.13
20/04/2018,20:00,0700,210.55,553.48,382.02,632.76
20/04/2018,21:00,0700,240.68,587.37,414.02,623.71
20/04/2018,22:00,0700,298.91,649.35,474.13,586.53
20/04/2018,23:00,0700,324.94,679.13,502.04,535.00
21/04/2018,00:00,0700,391.46,749.41,570.43,537.60
21/04/2018,01:00,0700,353.90,715.60,534.75,476.49
21/04/2018,02:00,0700,297.92,663.37,480.64,490.54
21/04/2018,03:00,0700,227.75,596.96,412.35,420.32
21/04/2018,04:00,0700,154.52,527.48,341.00,317.80
21/04/2018,05:00,0700,47.72,424.43,236.07,283.42
21/04/2018,06:00,0700,10.38,390.85,200.62,180.82
21/04/2018,07:00,0700,0.00,370.77,178.65,163.21
21/04/2018,08:00,0700,0.00,345.06,151.07,226.35
21/04/2018,09:00,0700,0.00,346.68,150.81,180.23
21/04/2018,10:00,0700,0.00,297.26,99.52,156.20
21/04/2018,11:00,0700,0.00,259.44,59.82,158.03
21/04/2018,12:00,0700,0.00,253.01,51.51,141.89
21/04/2018,13:00,0700,0.00,230.93,27.56,151.06
21/04/2018,14:00,0700,0.00,232.33,27.07,164.34
21/04/2018,15:00,0700,0.00,261.37,54.24,139.09
21/04/2018,16:00,0700,0.00,283.99,74.99,127.40
21/04/2018,17:00,0700,0.00,352.59,141.71,145.23
21/04/2018,18:00,0700,0.00,405.24,192.48,163.96
21/04/2018,19:00,0700,104.60,533.87,319.24,197.50
21/04/2018,20:00,0700,260.02,693.05,476.54,214.02
21/04/2018,21:00,0700,418.19,854.98,636.59,218.81
21/04/2018,22:00,0700,467.31,907.85,687.58,234.37
21/04/2018,23:00,0700,454.36,898.66,676.51,240.91
22/04/2018,00:00,0700,433.31,881.35,657.33,279.93
22/04/2018,01:00,0700,330.33,782.13,556.23,307.08
22/04/2018,02:00,0700,308.34,763.90,536.12,302.29
22/04/2018,03:00,0700,353.02,812.33,582.67,272.53
22/04/2018,04:00,0700,387.64,850.71,619.18,255.42
22/04/2018,05:00,0700,392.21,859.03,625.62,255.24
22/04/2018,06:00,0700,395.94,866.51,631.22,235.67
22/04/2018,07:00,0700,364.93,839.26,602.10,197.13
22/04/2018,08:00,0700,343.66,821.74,582.70,148.13
22/04/2018,09:00,0700,344.75,826.59,585.67,162.74
22/04/2018,10:00,0700,126.60,612.19,369.40,163.38
22/04/2018,11:00,0700,45.67,535.02,290.34,160.81
22/04/2018,12:00,0700,3.94,497.03,250.48,165.25
22/04/2018,13:00,0700,0.00,463.53,215.11,140.95
22/04/2018,14:00,0700,0.00,402.34,152.04,120.46
22/04/2018,15:00,0700,0.00,362.38,110.20,85.04
22/04/2018,16:00,0700,0.00,366.55,112.49,37.76
22/04/2018,17:00,0700,0.00,394.44,138.51,86.25
22/04/2018,18:00,0700,0.00,400.61,142.80,158.75
22/04/2018,19:00,0700,11.64,531.02,271.33,300.99
22/04/2018,20:00,0700,116.07,639.21,377.64,356.01
22/04/2018,21:00,0700,45.70,572.58,309.14,319.46
22/04/2018,22:00,0700,171.77,702.41,437.09,262.95
22/04/2018,23:00,0700,307.96,842.35,575.16,270.64
23/04/2018,00:00,0700,313.23,851.38,582.31,429.90
20/04/2018,01:00,1300,12.56,284.16,148.36,786.59
20/04/2018,02:00,1300,56.84,332.19,194.52,790.64
20/04/2018,03:00,1300,62.45,341.55,202.00,810.93
20/04/2018,04:00,1300,74.97,357.82,216.39,782.27
20/04/2018,05:00,1300,91.63,378.24,234.94,689.25
20/04/2018,06:00,1300,108.48,398.84,253.66,715.29
20/04/2018,07:00,1300,116.51,410.63,263.57,708.82
20/04/2018,08:00,1300,149.13,447.00,298.07,747.22
20/04/2018,09:00,1300,183.00,484.62,333.81,684.04
20/04/2018,10:00,1300,151.69,457.07,304.38,638.25
20/04/2018,11:00,1300,88.61,397.75,243.18,714.80
20/04/2018,12:00,1300,39.45,352.34,195.89,802.77
20/04/2018,13:00,1300,92.91,409.55,251.23,811.26
20/04/2018,14:00,1300,159.94,480.34,320.14,756.19
20/04/2018,15:00,1300,122.65,446.80,284.73,660.63
20/04/2018,16:00,1300,24.16,352.07,188.11,532.38
20/04/2018,17:00,1300,0.00,308.20,142.36,428.25
20/04/2018,18:00,1300,41.80,377.21,209.50,477.68
20/04/2018,19:00,1300,80.34,419.51,249.92,568.13
20/04/2018,20:00,1300,210.55,553.48,382.02,632.76
20/04/2018,21:00,1300,240.68,587.37,414.02,623.71
20/04/2018,22:00,1300,298.91,649.35,474.13,586.53
20/04/2018,23:00,1300,324.94,679.13,502.04,535.00
21/04/2018,00:00,1300,391.46,749.41,570.43,537.60
21/04/2018,01:00,1300,353.90,715.60,534.75,476.49
21/04/2018,02:00,1300,297.92,663.37,480.64,490.54
21/04/2018,03:00,1300,227.75,596.96,412.35,420.32
21/04/2018,04:00,1300,154.52,527.48,341.00,317.80
21/04/2018,05:00,1300,47.72,424.43,236.07,283.42
21/04/2018,06:00,1300,10.38,390.85,200.62,180.82
21/04/2018,07:00,1300,0.00,370.77,178.65,163.21
21/04/2018,08:00,1300,0.00,345.06,151.07,226.35
21/04/2018,09:00,1300,0.00,346.68,150.81,180.23
21/04/2018,10:00,1300,0.00,297.26,99.52,156.20
21/04/2018,11:00,1300,0.00,259.44,59.82,158.03
21/04/2018,12:00,1300,0.00,253.01,51.51,141.89
21/04/2018,13:00,1300,0.00,230.93,27.56,151.06
21/04/2018,14:00,1300,0.00,232.33,27.07,164.34
21/04/2018,15:00,1300,0.00,261.37,54.24,139.09
21/04/2018,16:00,1300,0.00,283.99,74.99,127.40
21/04/2018,17:00,1300,0.00,352.59,141.71,145.23
21/04/2018,18:00,1300,0.00,405.24,192.48,163.96
21/04/2018,19:00,1300,104.60,533.87,319.24,197.50
21/04/2018,20:00,1300,260.02,693.05,476.54,214.02
21/04/2018,21:00,1300,418.19,854.98,636.59,218.81
21/04/2018,22:00,1300,467.31,907.85,687.58,234.37
21/04/2018,23:00,1300,454.36,898.66,676.51,240.91
22/04/2018,00:00,1300,433.31,881.35,657.33,279.93
22/04/2018,01:00,1300,330.33,782.13,556.23,307.08
22/04/2018,02:00,1300,308.34,763.90,536.12,302.29
22/04/2018,03:00,1300,353.02,812.33,582.67,272.53
22/04/2018,04:00,1300,387.64,850.71,619.18,255.42
22/04/2018,05:00,1300,392.21,859.03,625.62,255.24
22/04/2018,06:00,1300,395.94,866.51,631.22,235.67
22/04/2018,07:00,1300,364.93,839.26,602.10,197.13
22/04/2018,08:00,1300,343.66,821.74,582.70,148.13
22/04/2018,09:00,1300,344.75,826.59,585.67,162.74
22/04/2018,10:00,1300,126.60,612.19,369.40,163.38
22/04/2018,11:00,1300,45.67,535.02,290.34,160.81
22/04/2018,12:00,1300,3.94,497.03,250.48,165.25
22/04/2018,13:00,1300,0.00,463.53,215.11,140.95
22/04/2018,14:00,1300,0.00,402.34,152.04,120.46
22/04/2018,15:00,1300,0.00,362.38,110.20,85.04
22/04/2018,16:00,1300,0.00,366.55,112.49,37.76
22/04/2018,17:00,1300,0.00,394.44,138.51,86.25
22/04/2018,18:00,1300,0.00,400.61,142.80,158.75
22/04/2018,19:00,1300,11.64,531.02,271.33,300.99
22/04/2018,20:00,1300,116.07,639.21,377.64,356.01
22/04/2018,21:00,1300,45.70,572.58,309.14,319.46
22/04/2018,22:00,1300,171.77,702.41,437.09,262.95
22/04/2018,23:00,1300,307.96,842.35,575.16,270.64
23/04/2018,00:00,1300,313.23,851.38,582.31,429.90
21/04/2018,01:00,0100,781.86,1053.45,917.66,476.49
21/04/2018,02:00,0100,759.38,1034.73,897.05,490.54
21/04/2018,03:00,0100,704.15,983.26,843.70,420.32
21/04/2018,04:00,0100,591.23,874.08,732.66,317.80
21/04/2018,05:00,0100,654.80,941.41,798.11,283.42
21/04/2018,06:00,0100,630.24,920.60,775.42,180.82
21/04/2018,07:00,0100,648.40,942.52,795.46,163.21
21/04/2018,08:00,0100,351.46,649.33,500.40,226.35
21/04/2018,09:00,0100,399.66,701.28,550.47,180.23
21/04/2018,10:00,0100,190.93,496.32,343.62,156.20
21/04/2018,11:00,0100,200.01,509.15,354.58,158.03
21/04/2018,12:00,0100,173.45,486.35,329.90,141.89
21/04/2018,13:00,0100,111.38,428.02,269.70,151.06
21/04/2018,14:00,0100,96.50,416.90,256.70,164.34
21/04/2018,15:00,0100,85.53,409.68,247.61,139.09
21/04/2018,16:00,0100,124.35,452.26,288.30,127.40
21/04/2018,17:00,0100,72.62,404.28,238.45,145.23
21/04/2018,18:00,0100,16.63,352.05,184.34,163.96
21/04/2018,19:00,0100,105.40,444.57,274.98,197.50
21/04/2018,20:00,0100,64.74,407.66,236.20,214.02
21/04/2018,21:00,0100,12.06,358.74,185.40,218.81
21/04/2018,22:00,0100,0.00,308.67,133.45,234.37
21/04/2018,23:00,0100,0.00,320.28,143.19,240.91
22/04/2018,00:00,0100,0.00,305.89,126.92,279.93
22/04/2018,01:00,0100,0.00,317.50,136.66,307.08
22/04/2018,02:00,0100,0.00,346.90,164.17,302.29
22/04/2018,03:00,0100,0.33,369.54,184.94,272.53
22/04/2018,04:00,0100,17.07,390.03,203.55,255.42
22/04/2018,05:00,0100,50.33,427.04,238.69,255.24
22/04/2018,06:00,0100,83.24,463.70,273.47,235.67
22/04/2018,07:00,0100,107.10,491.32,299.21,197.13
22/04/2018,08:00,0100,128.13,516.11,322.12,148.13
22/04/2018,09:00,0100,77.61,469.35,273.48,162.74
22/04/2018,10:00,0100,0.00,360.19,162.44,163.38
22/04/2018,11:00,0100,0.00,342.75,143.13,160.81
22/04/2018,12:00,0100,0.00,352.60,151.11,165.25
22/04/2018,13:00,0100,0.00,348.69,145.32,140.95
22/04/2018,14:00,0100,0.00,352.16,146.91,120.46
22/04/2018,15:00,0100,0.00,307.19,100.06,85.04
22/04/2018,16:00,0100,0.00,272.70,63.69,37.76
22/04/2018,17:00,0100,0.00,241.33,30.45,86.25
22/04/2018,18:00,0100,0.00,234.92,22.16,158.75
22/04/2018,19:00,0100,0.00,245.12,30.48,300.99
22/04/2018,20:00,0100,0.00,242.44,25.92,356.01
22/04/2018,21:00,0100,0.00,244.10,25.71,319.46
22/04/2018,22:00,0100,0.00,252.39,32.12,262.95
22/04/2018,23:00,0100,0.00,276.03,53.88,270.64
23/04/2018,00:00,0100,0.00,324.89,100.87,429.90
23/04/2018,01:00,0100,0.00,382.66,156.76,582.54
23/04/2018,02:00,0100,0.00,415.16,187.39,703.25
23/04/2018,03:00,0100,13.82,473.13,243.47,543.67
23/04/2018,04:00,0100,49.17,512.23,280.70,452.73
23/04/2018,05:00,0100,35.66,502.48,269.07,418.36
23/04/2018,06:00,0100,0.00,464.19,228.90,306.40
23/04/2018,07:00,0100,29.21,503.54,266.38,160.27
23/04/2018,08:00,0100,4.48,482.56,243.52,113.31
23/04/2018,09:00,0100,0.00,459.61,218.70,84.54
23/04/2018,10:00,0100,47.69,533.28,290.48,185.28
23/04/2018,11:00,0100,0.00,382.41,137.74,214.24
23/04/2018,12:00,0100,0.00,473.38,226.83,196.68
23/04/2018,13:00,0100,0.00,409.72,161.29,253.77
23/04/2018,14:00,0100,29.66,530.27,279.96,308.80
23/04/2018,15:00,0100,0.00,478.85,226.66,435.45
23/04/2018,16:00,0100,0.00,487.69,233.64,538.47
23/04/2018,17:00,0100,0.00,493.54,237.60,580.83
23/04/2018,18:00,0100,40.76,556.38,298.57,576.86
23/04/2018,19:00,0100,53.84,573.22,313.53,630.09
23/04/2018,20:00,0100,81.35,604.48,342.92,544.18
23/04/2018,21:00,0100,120.68,647.56,384.12,584.62
23/04/2018,22:00,0100,134.72,665.36,400.04,632.67
23/04/2018,23:00,0100,180.69,715.08,447.88,627.09
24/04/2018,00:00,0100,139.25,677.40,408.32,537.32
21/04/2018,01:00,0700,781.86,1053.45,917.66,476.49
21/04/2018,02:00,0700,759.38,1034.73,897.05,490.54
21/04/2018,03:00,0700,704.15,983.26,843.70,420.32
21/04/2018,04:00,0700,591.23,874.08,732.66,317.80
21/04/2018,05:00,0700,654.80,941.41,798.11,283.42
21/04/2018,06:00,0700,630.24,920.60,775.42,180.82
21/04/2018,07:00,0700,648.40,942.52,795.46,163.21
21/04/2018,08:00,0700,351.46,649.33,500.40,226.35
21/04/2018,09:00,0700,399.66,701.28,550.47,180.23
21/04/2018,10:00,0700,190.93,496.32,343.62,156.20
21/04/2018,11:00,0700,200.01,509.15,354.58,158.03
21/04/2018,12:00,0700,173.45,486.35,329.90,141.89
21/04/2018,13:00,0700,111.38,428.02,269.70,151.06
21/04/2018,14:00,0700,96.50,416.90,256.70,164.34
21/04/2018,15:00,0700,85.53,409.68,247.61,139.09
21/04/2018,16:00,0700,124.35,452.26,288.30,127.40
21/04/2018,17:00,0700,72.62,404.28,238.45,145.23
21/04/2018,18:00,0700,16.63,352.05,184.34,163.96
21/04/2018,19:00,0700,105.40,444.57,274.98,197.50
21/04/2018,20:00,0700,64.74,407.66,236.20,214.02
21/04/2018,21:00,0700,12.06,358.74,185.40,218.81
21/04/2018,22:00,0700,0.00,308.67,133.45,234.37
21/04/2018,23:00,0700,0.00,320.28,143.19,240.91
22/04/2018,00:00,0700,0.00,305.89,126.92,279.93
22/04/2018,01:00,0700,0.00,317.50,136.66,307.08
22/04/2018,02:00,0700,0.00,346.90,164.17,302.29
22/04/2018,03:00,0700,0.33,369.54,184.94,272.53
22/04/2018,04:00,0700,17.07,390.03,203.55,255.42
22/04/2018,05:00,0700,50.33,427.04,238.69,255.24
22/04/2018,06:00,0700,83.24,463.70,273.47,235.67
22/04/2018,07:00,0700,107.10,491.32,299.21,197.13
22/04/2018,08:00,0700,128.13,516.11,322.12,148.13
22/04/2018,09:00,0700,77.61,469.35,273.48,162.74
22/04/2018,10:00,0700,0.00,360.19,162.44,163.38
22/04/2018,11:00,0700,0.00,342.75,143.13,160.81
22/04/2018,12:00,0700,0.00,352.60,151.11,165.25
22/04/2018,13:00,0700,0.00,348.69,145.32,140.95
22/04/2018,14:00,0700,0.00,352.16,146.91,120.46
22/04/2018,15:00,0700,0.00,307.19,100.06,85.04
22/04/2018,16:00,0700,0.00,272.70,63.69,37.76
22/04/2018,17:00,0700,0.00,241.33,30.45,86.25
22/04/2018,18:00,0700,0.00,234.92,22.16,158.75
22/04/2018,19:00,0700,0.00,245.12,30.48,300.99
22/04/2018,20:00,0700,0.00,242.44,25.92,356.01
22/04/2018,21:00,0700,0.00,244.10,25.71,319.46
22/04/2018,22:00,0700,0.00,252.39,32.12,262.95
22/04/2018,23:00,0700,0.00,276.03,53.88,270.64
23/04/2018,00:00,0700,0.00,324.89,100.87,429.90
23/04/2018,01:00,0700,0.00,382.66,156.76,582.54
23/04/2018,02:00,0700,0.00,415.16,187.39,703.25
23/04/2018,03:00,0700,13.82,473.13,243.47,543.67
23/04/2018,04:00,0700,49.17,512.23,280.70,452.73
23/04/2018,05:00,0700,35.66,502.48,269.07,418.36
23/04/2018,06:00,0700,0.00,464.19,228.90,306.40
23/04/2018,07:00,0700,29.21,503.54,266.38,160.27
23/04/2018,08:00,0700,4.48,482.56,243.52,113.31
23/04/2018,09:00,0700,0.00,459.61,218.70,84.54
23/04/2018,10:00,0700,47.69,533.28,290.48,185.28
23/04/2018,11:00,0700,0.00,382.41,137.74,214.24
23/04/2018,12:00,0700,0.00,473.38,226.83,196.68
23/04/2018,13:00,0700,0.00,409.72,161.29,253.77
23/04/2018,14:00,0700,29.66,530.27,279.96,308.80
23/04/2018,15:00,0700,0.00,478.85,226.66,435.45
23/04/2018,16:00,0700,0.00,487.69,233.64,538.47
23/04/2018,17:00,0700,0.00,493.54,237.60,580.83
23/04/2018,18:00,0700,40.76,556.38,298.57,576.86
23/04/2018,19:00,0700,53.84,573.22,313.53,630.09
23/04/2018,20:00,0700,81.35,604.48,342.92,544.18
23/04/2018,21:00,0700,120.68,647.56,384.12,584.62
23/04/2018,22:00,0700,134.72,665.36,400.04,632.67
23/04/2018,23:00,0700,180.69,715.08,447.88,627.09
24/04/2018,00:00,0700,139.25,677.40,408.32,537.32
21/04/2018,01:00,1300,781.86,1053.45,917.66,476.49
21/04/2018,02:00,1300,759.38,1034.73,897.05,490.54
21/04/2018,03:00,1300,704.15,983.26,843.70,420.32
21/04/2018,04:00,1300,591.23,874.08,732.66,317.80
21/04/2018,05:00,1300,654.80,941.41,798.11,283.42
21/04/2018,06:00,1300,630.24,920.60,775.42,180.82
21/04/2018,07:00,1300,648.40,942.52,795.46,163.21
21/04/2018,08:00,1300,351.46,649.33,500.40,226.35
21/04/2018,09:00,1300,399.66,701.28,550.47,180.23
21/04/2018,10:00,1300,190.93,496.32,343.62,156.20
21/04/2018,11:00,1300,200.01,509.15,354.58,158.03
21/04/2018,12:00,1300,173.45,486.35,329.90,141.89
21/04/2018,13:00,1300,111.38,428.02,269.70,151.06
21/04/2018,14:00,1300,96.50,416.90,256.70,164.34
21/04/2018,15:00,1300,85.53,409.68,247.61,139.09
21/04/2018,16:00,1300,124.35,452.26,288.30,127.40
21/04/2018,17:00,1300,72.62,404.28,238.45,145.23
21/04/2018,18:00,1300,16.63,352.05,184.34,163.96
21/04/2018,19:00,1300,105.40,444.57,274.98,197.50
21/04/2018,20:00,1300,64.74,407.66,236.20,214.02
21/04/2018,21:00,1300,12.06,358.74,185.40,218.81
21/04/2018,22:00,1300,0.00,308.67,133.45,234.37
21/04/2018,23:00,1300,0.00,320.28,143.19,240.91
22/04/2018,00:00,1300,0.00,305.89,126.92,279.93
22/04/2018,01:00,1300,0.00,317.50,136.66,307.08
22/04/2018,02:00,1300,0.00,346.90,164.17,302.29
22/04/2018,03:00,1300,0.33,369.54,184.94,272.53
22/04/2018,04:00,1300,17.07,390.03,203.55,255.42
22/04/2018,05:00,1300,50.33,427.04,238.69,255.24
22/04/2018,06:00,1300,83.24,463.70,273.47,235.67
22/04/2018,07:00,1300,107.10,491.32,299.21,197.13
22/04/2018,08:00,1300,128.13,516.11,322.12,148.13
22/04/2018,09:00,1300,77.61,469.35,273.48,162.74
22/04/2018,10:00,1300,0.00,360.19,162.44,163.38
22/04/2018,11:00,1300,0.00,342.75,143.13,160.81
22/04/2018,12:00,1300,0.00,352.60,151.11,165.25
22/04/2018,13:00,1300,0.00,348.69,145.32,140.95
22/04/2018,14:00,1300,0.00,352.16,146.91,120.46
22/04/2018,15:00,1300,0.00,307.19,100.06,85.04
22/04/2018,16:00,1300,0.00,272.70,63.69,37.76
22/04/2018,17:00,1300,0.00,241.33,30.45,86.25
22/04/2018,18:00,1300,0.00,234.92,22.16,158.75
22/04/2018,19:00,1300,0.00,245.12,30.48,300.99
22/04/2018,20:00,1300,0.00,242.44,25.92,356.01
22/04/2018,21:00,1300,0.00,244.10,25.71,319.46
22/04/2018,22:00,1300,0.00,252.39,32.12,262.95
22/04/2018,23:00,1300,0.00,276.03,53.88,270.64
23/04/2018,00:00,1300,0.00,324.89,100.87,429.90
23/04/2018,01:00,1300,0.00,382.66,156.76,582.54
23/04/2018,02:00,1300,0.00,415.16,187.39,703.25
23/04/2018,03:00,1300,13.82,473.13,243.47,543.67
23/04/2018,04:00,1300,49.17,512.23,280.70,452.73
23/04/2018,05:00,1300,35.66,502.48,269.07,418.36
23/04/2018,06:00,1300,0.00,464.19,228.90,306.40
23/04/2018,07:00,1300,29.21,503.54,266.38,160.27
23/04/2018,08:00,1300,4.48,482.56,243.52,113.31
23/04/2018,09:00,1300,0.00,459.61,218.70,84.54
23/04/2018,10:00,1300,47.69,533.28,290.48,185.28
23/04/2018,11:00,1300,0.00,382.41,137.74,214.24
23/04/2018,12:00,1300,0.00,473.38,226.83,196.68
23/04/2018,13:00,1300,0.00,409.72,161.29,253.77
23/04/2018,14:00,1300,29.66,530.27,279.96,308.80
23/04/2018,15:00,1300,0.00,478.85,226.66,435.45
23/04/2018,16:00,1300,0.00,487.69,233.64,538.47
23/04/2018,17:00,1300,0.00,493.54,237.60,580.83
23/04/2018,18:00,1300,40.76,556.38,298.57,576.86
23/04/2018,19:00,1300,53.84,573.22,313.53,630.09
23/04/2018,20:00,1300,81.35,604.48,342.92,544.18
23/04/2018,21:00,1300,120.68,647.56,384.12,584.62
23/04/2018,22:00,1300,134.72,665.36,400.04,632.67
23/04/2018,23:00,1300,180.69,715.08,447.88,627.09
24/04/2018,00:00,1300,139.25,677.40,408.32,537.32
22/04/2018,01:00,0100,0.00,190.08,54.28,307.08
22/04/2018,02:00,0100,0.00,199.71,62.04,302.29
22/04/2018,03:00,0100,0.00,204.44,64.89,272.53
22/04/2018,04:00,0100,0.00,254.25,112.83,255.42
22/04/2018,05:00,0100,0.00,266.82,123.51,255.24
22/04/2018,06:00,0100,34.52,324.89,179.71,235.67
22/04/2018,07:00,0100,77.61,371.73,224.67,197.13
22/04/2018,08:00,0100,107.15,405.02,256.08,148.13
22/04/2018,09:00,0100,108.60,410.23,259.42,162.74
22/04/2018,10:00,0100,0.00,295.17,142.48,163.38
22/04/2018,11:00,0100,0.00,281.44,126.87,160.81
