Objeto,Procedencia,Fecha Medida,Hora Medida,Valor 
DSRADG01EAS,STC,23/02/2016,1100,6.347
DSRADG01EAS,STC,23/02/2016,1200,5.226
DSRADG01EAS,STC,23/02/2016,1300,4.456
DSRADG01EAS,STC,23/02/2016,1400,7.7
DSRADG01EAS,STC,23/02/2016,1500,7.522
DSRADG01EAS,STC,23/02/2016,1600,6.55
DSRADG01EAS,STC,23/02/2016,1700,5.085
DSRADG01EAS,STC,23/02/2016,1800,3.108
DSRADG01EAS,STC,23/02/2016,1900,0.973
DSRADG01EAS,STC,23/02/2016,2000,0
DSRADG01EAS,STC,23/02/2016,2100,0
DSRADG01EAS,STC,23/02/2016,2200,0
DSRADG01EAS,STC,23/02/2016,2300,0
DSRADG01EAS,STC,23/02/2016,2400,0
DSRADG01EAS,STC,24/02/2016,100,0
DSRADG01EAS,STC,24/02/2016,200,0
DSRADG01EAS,STC,24/02/2016,300,0
DSRADG01EAS,STC,24/02/2016,400,0
DSRADG01EAS,STC,24/02/2016,500,0
DSRADG01EAS,STC,24/02/2016,600,0
DSRADG01EAS,STC,24/02/2016,700,0
DSRADG01EAS,STC,24/02/2016,800,0.522
DSRADG01EAS,STC,24/02/2016,900,2.673
DSRADG01EAS,STC,24/02/2016,1000,4.73
DSRADG01EAS,STC,24/02/2016,1100,6.239
DSRADG01EAS,STC,24/02/2016,1200,7.259
DSRADG01EAS,STC,24/02/2016,1300,7.825
DSRADG01EAS,STC,24/02/2016,1400,7.883
DSRADG01EAS,STC,24/02/2016,1500,6.974
DSRADG01EAS,STC,24/02/2016,1600,5.699
DSRADG01EAS,STC,24/02/2016,1700,3.658
DSRADG01EAS,STC,24/02/2016,1800,2.134
DSRADG01EAS,STC,24/02/2016,1900,0.984
DSRADG01EAS,STC,24/02/2016,2000,0
DSRADG01EAS,STC,24/02/2016,2100,0
DSRADG01EAS,STC,24/02/2016,2200,0
DSRADG01EAS,STC,24/02/2016,2300,0
DSRADG01EAS,STC,24/02/2016,2400,0
DSRADG01EAS,STC,25/02/2016,100,0
DSRADG01EAS,STC,25/02/2016,200,0
DSRADG01EAS,STC,25/02/2016,300,0
DSRADG01EAS,STC,25/02/2016,400,0
DSRADG01EAS,STC,25/02/2016,500,0
DSRADG01EAS,STC,25/02/2016,600,0
DSRADG01EAS,STC,25/02/2016,700,0
DSRADG01EAS,STC,25/02/2016,800,0.371
DSRADG01EAS,STC,25/02/2016,900,0.897
DSRADG01EAS,STC,25/02/2016,1000,1.548
DSRADG01EAS,STC,25/02/2016,1100,2.478
DSRADG01EAS,STC,25/02/2016,1200,5.803
DSRADG01EAS,STC,25/02/2016,1300,6.264
DSRADG01EAS,STC,25/02/2016,1400,6.183
DSRADG01EAS,STC,25/02/2016,1500,5.104
DSRADG01EAS,STC,25/02/2016,1600,4.453
DSRADG01EAS,STC,25/02/2016,1700,4.268
DSRADG01EAS,STC,25/02/2016,1800,2.684
DSRADG01EAS,STC,25/02/2016,1900,0.812
DSRADG01EAS,STC,25/02/2016,2000,0
DSRADG01EAS,STC,25/02/2016,2100,0
DSRADG01EAS,STC,25/02/2016,2200,0
DSRADG01EAS,STC,25/02/2016,2300,0
DSRADG01EAS,STC,25/02/2016,2400,0
DSRADG01EAS,STC,26/02/2016,100,0
DSRADG01EAS,STC,26/02/2016,200,0
DSRADG01EAS,STC,26/02/2016,300,0
DSRADG01EAS,STC,26/02/2016,400,0
DSRADG01EAS,STC,26/02/2016,500,0
DSRADG01EAS,STC,26/02/2016,600,0
DSRADG01EAS,STC,26/02/2016,700,0
DSRADG01EAS,STC,26/02/2016,800,0.177
DSRADG01EAS,STC,26/02/2016,900,0.798
DSRADG01EAS,STC,26/02/2016,1000,0.151
DSRADG01EAS,STC,26/02/2016,1100,0.043
DSRADG01EAS,STC,26/02/2016,1200,0.072
DSRADG01EAS,STC,26/02/2016,1300,0
DSRADG01EAS,STC,26/02/2016,1400,0
DSRADG01EAS,STC,26/02/2016,1500,0.229
DSRADG01EAS,STC,26/02/2016,1600,0.637
DSRADG01EAS,STC,26/02/2016,1700,2.066
DSRADG01EAS,STC,26/02/2016,1800,1.472
DSRADG01EAS,STC,26/02/2016,1900,0.18
DSRADG01EAS,STC,26/02/2016,2000,0
DSRADG01EAS,STC,26/02/2016,2100,0
DSRADG01EAS,STC,26/02/2016,2200,0
DSRADG01EAS,STC,26/02/2016,2300,0
DSRADG01EAS,STC,26/02/2016,2400,0
DSRADG01EAS,STC,27/02/2016,100,0
DSRADG01EAS,STC,27/02/2016,200,0
DSRADG01EAS,STC,27/02/2016,300,0
DSRADG01EAS,STC,27/02/2016,400,0
DSRADG01EAS,STC,27/02/2016,500,0
DSRADG01EAS,STC,27/02/2016,600,0
DSRADG01EAS,STC,27/02/2016,700,0
DSRADG01EAS,STC,27/02/2016,800,0.446
DSRADG01EAS,STC,27/02/2016,900,2.571
DSRADG01EAS,STC,27/02/2016,1000,5.197
DSRADG01EAS,STC,27/02/2016,1100,6.854
DSRADG01EAS,STC,27/02/2016,1200,7.849
DSRADG01EAS,STC,27/02/2016,1300,7.915
DSRADG01EAS,STC,27/02/2016,1400,7.968
DSRADG01EAS,STC,27/02/2016,1500,6.819
DSRADG01EAS,STC,27/02/2016,1600,6.793
DSRADG01EAS,STC,27/02/2016,1700,5.377
DSRADG01EAS,STC,27/02/2016,1800,3.252
DSRADG01EAS,STC,27/02/2016,1900,0.974
DSRADG01EAS,STC,27/02/2016,2000,0.019
DSRADG01EAS,STC,27/02/2016,2100,0
DSRADG01EAS,STC,27/02/2016,2200,0
DSRADG01EAS,STC,27/02/2016,2300,0
DSRADG01EAS,STC,27/02/2016,2400,0
DSRADG01EAS,STC,28/02/2016,100,0
DSRADG01EAS,STC,28/02/2016,200,0
DSRADG01EAS,STC,28/02/2016,300,0
DSRADG01EAS,STC,28/02/2016,400,0
DSRADG01EAS,STC,28/02/2016,500,0
DSRADG01EAS,STC,28/02/2016,600,0
DSRADG01EAS,STC,28/02/2016,700,0.012
DSRADG01EAS,STC,28/02/2016,800,0.605
DSRADG01EAS,STC,28/02/2016,900,2.861
DSRADG01EAS,STC,28/02/2016,1000,5.001
DSRADG01EAS,STC,28/02/2016,1100,6.531
DSRADG01EAS,STC,28/02/2016,1200,7.481
DSRADG01EAS,STC,28/02/2016,1300,7.932
DSRADG01EAS,STC,28/02/2016,1400,7.923
DSRADG01EAS,STC,28/02/2016,1500,7.46
DSRADG01EAS,STC,28/02/2016,1600,6.536
DSRADG01EAS,STC,28/02/2016,1700,5.097
DSRADG01EAS,STC,28/02/2016,1800,3.072
DSRADG01EAS,STC,28/02/2016,1900,0.918
DSRADG01EAS,STC,28/02/2016,2000,0.033
DSRADG01EAS,STC,28/02/2016,2100,0
DSRADG01EAS,STC,28/02/2016,2200,0
DSRADG01EAS,STC,28/02/2016,2300,0
DSRADG01EAS,STC,28/02/2016,2400,0
DSRADG01EAS,STC,29/02/2016,100,0
DSRADG01EAS,STC,29/02/2016,200,0
DSRADG01EAS,STC,29/02/2016,300,0
DSRADG01EAS,STC,29/02/2016,400,0
DSRADG01EAS,STC,29/02/2016,500,0
DSRADG01EAS,STC,29/02/2016,600,0
DSRADG01EAS,STC,29/02/2016,700,0.016
DSRADG01EAS,STC,29/02/2016,800,0.713
DSRADG01EAS,STC,29/02/2016,900,2.667
DSRADG01EAS,STC,29/02/2016,1000,4.832
DSRADG01EAS,STC,29/02/2016,1100,6.535
DSRADG01EAS,STC,29/02/2016,1200,7.554
DSRADG01EAS,STC,29/02/2016,1300,7.953
DSRADG01EAS,STC,29/02/2016,1400,7.941
DSRADG01EAS,STC,29/02/2016,1500,7.489
DSRADG01EAS,STC,29/02/2016,1600,6.526
DSRADG01EAS,STC,29/02/2016,1700,4.787
DSRADG01EAS,STC,29/02/2016,1800,2.858
DSRADG01EAS,STC,29/02/2016,1900,0.694
DSRADG01EAS,STC,29/02/2016,2000,0.034
DSRADG01EAS,STC,29/02/2016,2100,0
DSRADG01EAS,STC,29/02/2016,2200,0
DSRADG01EAS,STC,29/02/2016,2300,0
DSRADG01EAS,STC,29/02/2016,2400,0
DSRADG01EAS,STC,01/03/2016,100,0
DSRADG01EAS,STC,01/03/2016,200,0
DSRADG01EAS,STC,01/03/2016,300,0
DSRADG01EAS,STC,01/03/2016,400,0
DSRADG01EAS,STC,01/03/2016,500,0
DSRADG01EAS,STC,01/03/2016,600,0
DSRADG01EAS,STC,01/03/2016,700,0.004
DSRADG01EAS,STC,01/03/2016,800,0.153
DSRADG01EAS,STC,01/03/2016,900,0.52
DSRADG01EAS,STC,01/03/2016,1000,1.706
DSRADG01EAS,STC,01/03/2016,1100,2.413
DSRADG01EAS,STC,01/03/2016,1200,2.629
DSRADG01EAS,STC,01/03/2016,1300,2.126
DSRADG01EAS,STC,01/03/2016,1400,2.099
DSRADG01EAS,STC,01/03/2016,1500,2.828
DSRADG01EAS,STC,01/03/2016,1600,2.084
DSRADG01EAS,STC,01/03/2016,1700,1.556
DSRADG01EAS,STC,01/03/2016,1800,1.033
DSRADG01EAS,STC,01/03/2016,1900,0.377
DSRADG01EAS,STC,01/03/2016,2000,0.023
DSRADG01EAS,STC,01/03/2016,2100,0
DSRADG01EAS,STC,01/03/2016,2200,0
DSRADG01EAS,STC,01/03/2016,2300,0
DSRADG01EAS,STC,01/03/2016,2400,0
DSRADG01EAS,STC,02/03/2016,100,0
DSRADG01EAS,STC,02/03/2016,200,0
DSRADG01EAS,STC,02/03/2016,300,0
DSRADG01EAS,STC,02/03/2016,400,0
DSRADG01EAS,STC,02/03/2016,500,0
DSRADG01EAS,STC,02/03/2016,600,0
DSRADG01EAS,STC,02/03/2016,700,0
DSRADG01EAS,STC,02/03/2016,800,0.51
DSRADG01EAS,STC,02/03/2016,900,2.788
DSRADG01EAS,STC,02/03/2016,1000,2.991
DSRADG01EAS,STC,02/03/2016,1100,3.874
DSRADG01EAS,STC,02/03/2016,1200,6.257
DSRADG01EAS,STC,02/03/2016,1300,6.937
DSRADG01EAS,STC,02/03/2016,1400,5.892
DSRADG01EAS,STC,02/03/2016,1500,5.434
DSRADG01EAS,STC,02/03/2016,1600,5.058
DSRADG01EAS,STC,02/03/2016,1700,4.892
DSRADG01EAS,STC,02/03/2016,1800,1.699
DSRADG01EAS,STC,02/03/2016,1900,0.587
DSRADG01EAS,STC,02/03/2016,2000,0.008
DSRADG01EAS,STC,02/03/2016,2100,0
DSRADG01EAS,STC,02/03/2016,2200,0
DSRADG01EAS,STC,02/03/2016,2300,0
DSRADG01EAS,STC,02/03/2016,2400,0
DSRADG01EAS,STC,03/03/2016,100,0
DSRADG01EAS,STC,03/03/2016,200,0
DSRADG01EAS,STC,03/03/2016,300,0
DSRADG01EAS,STC,03/03/2016,400,0
DSRADG01EAS,STC,03/03/2016,500,0
DSRADG01EAS,STC,03/03/2016,600,0
DSRADG01EAS,STC,03/03/2016,700,0
DSRADG01EAS,STC,03/03/2016,800,0.377
DSRADG01EAS,STC,03/03/2016,900,2.493
DSRADG01EAS,STC,03/03/2016,1000,3.314
DSRADG01EAS,STC,03/03/2016,1100,4.32
DSRADG01EAS,STC,03/03/2016,1200,5.596
DSRADG01EAS,STC,03/03/2016,1300,6.851
DSRADG01EAS,STC,03/03/2016,1400,5.134
DSRADG01EAS,STC,03/03/2016,1500,5.551
DSRADG01EAS,STC,03/03/2016,1600,6.082
DSRADG01EAS,STC,03/03/2016,1700,4.967
DSRADG01EAS,STC,03/03/2016,1800,2.855
DSRADG01EAS,STC,03/03/2016,1900,0.746
DSRADG01EAS,STC,03/03/2016,2000,0
DSRADG01EAS,STC,03/03/2016,2100,0
DSRADG01EAS,STC,03/03/2016,2200,0
DSRADG01EAS,STC,03/03/2016,2300,0
DSRADG01EAS,STC,03/03/2016,2400,0
DSRADG01EAS,STC,04/03/2016,100,0
DSRADG01EAS,STC,04/03/2016,200,0
DSRADG01EAS,STC,04/03/2016,300,0
DSRADG01EAS,STC,04/03/2016,400,0
DSRADG01EAS,STC,04/03/2016,500,0
DSRADG01EAS,STC,04/03/2016,600,0
DSRADG01EAS,STC,04/03/2016,700,0
DSRADG01EAS,STC,04/03/2016,800,0.504
DSRADG01EAS,STC,04/03/2016,900,2.702
DSRADG01EAS,STC,04/03/2016,1000,4.686
DSRADG01EAS,STC,04/03/2016,1100,6.433
DSRADG01EAS,STC,04/03/2016,1200,7.196
DSRADG01EAS,STC,04/03/2016,1300,6.704
DSRADG01EAS,STC,04/03/2016,1400,7.898
DSRADG01EAS,STC,04/03/2016,1500,7.638
DSRADG01EAS,STC,04/03/2016,1600,6.116
DSRADG01EAS,STC,04/03/2016,1700,3.953
DSRADG01EAS,STC,04/03/2016,1800,1.358
DSRADG01EAS,STC,04/03/2016,1900,0.431
DSRADG01EAS,STC,04/03/2016,2000,0
DSRADG01EAS,STC,04/03/2016,2100,0
DSRADG01EAS,STC,04/03/2016,2200,0
DSRADG01EAS,STC,04/03/2016,2300,0
DSRADG01EAS,STC,04/03/2016,2400,0
DSRADG01EAS,STC,05/03/2016,100,0
DSRADG01EAS,STC,05/03/2016,200,0
DSRADG01EAS,STC,05/03/2016,300,0
DSRADG01EAS,STC,05/03/2016,400,0
DSRADG01EAS,STC,05/03/2016,500,0
DSRADG01EAS,STC,05/03/2016,600,0
DSRADG01EAS,STC,05/03/2016,700,0
DSRADG01EAS,STC,05/03/2016,800,0.255
DSRADG01EAS,STC,05/03/2016,900,2.38
DSRADG01EAS,STC,05/03/2016,1000,4.898
DSRADG01EAS,STC,05/03/2016,1100,4.827
DSRADG01EAS,STC,05/03/2016,1200,5.872
DSRADG01EAS,STC,05/03/2016,1300,4.935
DSRADG01EAS,STC,05/03/2016,1400,7.32
DSRADG01EAS,STC,05/03/2016,1500,7.23
DSRADG01EAS,STC,05/03/2016,1600,6.237
DSRADG01EAS,STC,05/03/2016,1700,5.571
DSRADG01EAS,STC,05/03/2016,1800,2.799
DSRADG01EAS,STC,05/03/2016,1900,0.793
DSRADG01EAS,STC,05/03/2016,2000,0
DSRADG01EAS,STC,05/03/2016,2100,0
DSRADG01EAS,STC,05/03/2016,2200,0
DSRADG01EAS,STC,05/03/2016,2300,0
DSRADG01EAS,STC,05/03/2016,2400,0
DSRADG01EAS,STC,06/03/2016,100,0
DSRADG01EAS,STC,06/03/2016,200,0
DSRADG01EAS,STC,06/03/2016,300,0
DSRADG01EAS,STC,06/03/2016,400,0
DSRADG01EAS,STC,06/03/2016,500,0
DSRADG01EAS,STC,06/03/2016,600,0
DSRADG01EAS,STC,06/03/2016,700,0
DSRADG01EAS,STC,06/03/2016,800,0.534
DSRADG01EAS,STC,06/03/2016,900,2.849
DSRADG01EAS,STC,06/03/2016,1000,5.035
DSRADG01EAS,STC,06/03/2016,1100,6.633
DSRADG01EAS,STC,06/03/2016,1200,6.263
DSRADG01EAS,STC,06/03/2016,1300,6.98
DSRADG01EAS,STC,06/03/2016,1400,7.555
DSRADG01EAS,STC,06/03/2016,1500,7.876
DSRADG01EAS,STC,06/03/2016,1600,6.895
DSRADG01EAS,STC,06/03/2016,1700,5.277
DSRADG01EAS,STC,06/03/2016,1800,3.109
DSRADG01EAS,STC,06/03/2016,1900,0.821
DSRADG01EAS,STC,06/03/2016,2000,0
DSRADG01EAS,STC,06/03/2016,2100,0
DSRADG01EAS,STC,06/03/2016,2200,0
DSRADG01EAS,STC,06/03/2016,2300,0
DSRADG01EAS,STC,06/03/2016,2400,0
DSRADG01EAS,STC,07/03/2016,100,0
DSRADG01EAS,STC,07/03/2016,200,0
DSRADG01EAS,STC,07/03/2016,300,0
DSRADG01EAS,STC,07/03/2016,400,0
DSRADG01EAS,STC,07/03/2016,500,0
DSRADG01EAS,STC,07/03/2016,600,0
DSRADG01EAS,STC,07/03/2016,700,0
DSRADG01EAS,STC,07/03/2016,800,0.473
DSRADG01EAS,STC,07/03/2016,900,2.502
DSRADG01EAS,STC,07/03/2016,1000,5.172
DSRADG01EAS,STC,07/03/2016,1100,6.394
DSRADG01EAS,STC,07/03/2016,1200,7.358
DSRADG01EAS,STC,07/03/2016,1300,6.773
DSRADG01EAS,STC,07/03/2016,1400,6.538
DSRADG01EAS,STC,07/03/2016,1500,6.644
DSRADG01EAS,STC,07/03/2016,1600,6.627
DSRADG01EAS,STC,07/03/2016,1700,5.233
DSRADG01EAS,STC,07/03/2016,1800,2.757
DSRADG01EAS,STC,07/03/2016,1900,0.561
DSRADG01EAS,STC,07/03/2016,2000,0
DSRADG01EAS,STC,07/03/2016,2100,0
DSRADG01EAS,STC,07/03/2016,2200,0
DSRADG01EAS,STC,07/03/2016,2300,0
DSRADG01EAS,STC,07/03/2016,2400,0
DSRADG01EAS,STC,08/03/2016,100,0
DSRADG01EAS,STC,08/03/2016,200,0
DSRADG01EAS,STC,08/03/2016,300,0
DSRADG01EAS,STC,08/03/2016,400,0
DSRADG01EAS,STC,08/03/2016,500,0
DSRADG01EAS,STC,08/03/2016,600,0
DSRADG01EAS,STC,08/03/2016,700,0
DSRADG01EAS,STC,08/03/2016,800,0.423
DSRADG01EAS,STC,08/03/2016,900,2.767
DSRADG01EAS,STC,08/03/2016,1000,4.968
DSRADG01EAS,STC,08/03/2016,1100,6.511
DSRADG01EAS,STC,08/03/2016,1200,7.485
DSRADG01EAS,STC,08/03/2016,1300,7.885
DSRADG01EAS,STC,08/03/2016,1400,7.058
DSRADG01EAS,STC,08/03/2016,1500,6.769
DSRADG01EAS,STC,08/03/2016,1600,6.398
DSRADG01EAS,STC,08/03/2016,1700,3.569
DSRADG01EAS,STC,08/03/2016,1800,1.002
DSRADG01EAS,STC,08/03/2016,1900,0.385
DSRADG01EAS,STC,08/03/2016,2000,0
DSRADG01EAS,STC,08/03/2016,2100,0
DSRADG01EAS,STC,08/03/2016,2200,0
DSRADG01EAS,STC,08/03/2016,2300,0
DSRADG01EAS,STC,08/03/2016,2400,0
DSRADG01EAS,STC,09/03/2016,100,0
DSRADG01EAS,STC,09/03/2016,200,0
DSRADG01EAS,STC,09/03/2016,300,0
DSRADG01EAS,STC,09/03/2016,400,0
DSRADG01EAS,STC,09/03/2016,500,0
DSRADG01EAS,STC,09/03/2016,600,0
DSRADG01EAS,STC,09/03/2016,700,0
DSRADG01EAS,STC,09/03/2016,800,0.187
DSRADG01EAS,STC,09/03/2016,900,1.939
DSRADG01EAS,STC,09/03/2016,1000,4.937
DSRADG01EAS,STC,09/03/2016,1100,5.569
DSRADG01EAS,STC,09/03/2016,1200,6.864
DSRADG01EAS,STC,09/03/2016,1300,6.265
DSRADG01EAS,STC,09/03/2016,1400,5.993
DSRADG01EAS,STC,09/03/2016,1500,1.458
DSRADG01EAS,STC,09/03/2016,1600,1.051
DSRADG01EAS,STC,09/03/2016,1700,0.98
DSRADG01EAS,STC,09/03/2016,1800,0.33
DSRADG01EAS,STC,09/03/2016,1900,0.156
DSRADG01EAS,STC,09/03/2016,2000,0
DSRADG01EAS,STC,09/03/2016,2100,0
DSRADG01EAS,STC,09/03/2016,2200,0
DSRADG01EAS,STC,09/03/2016,2300,0
DSRADG01EAS,STC,09/03/2016,2400,0
DSRADG01EAS,STC,10/03/2016,100,0
DSRADG01EAS,STC,10/03/2016,200,0
DSRADG01EAS,STC,10/03/2016,300,0
DSRADG01EAS,STC,10/03/2016,400,0
DSRADG01EAS,STC,10/03/2016,500,0
DSRADG01EAS,STC,10/03/2016,600,0
DSRADG01EAS,STC,10/03/2016,700,0
DSRADG01EAS,STC,10/03/2016,800,0.456
DSRADG01EAS,STC,10/03/2016,900,2.323
DSRADG01EAS,STC,10/03/2016,1000,2.603
DSRADG01EAS,STC,10/03/2016,1100,1.762
DSRADG01EAS,STC,10/03/2016,1200,4.487
DSRADG01EAS,STC,10/03/2016,1300,4.448
DSRADG01EAS,STC,10/03/2016,1400,4.028
DSRADG01EAS,STC,10/03/2016,1500,3.185
DSRADG01EAS,STC,10/03/2016,1600,1.862
DSRADG01EAS,STC,10/03/2016,1700,1.368
DSRADG01EAS,STC,10/03/2016,1800,0.879
DSRADG01EAS,STC,10/03/2016,1900,0.292
DSRADG01EAS,STC,10/03/2016,2000,0
DSRADG01EAS,STC,10/03/2016,2100,0
DSRADG01EAS,STC,10/03/2016,2200,0
DSRADG01EAS,STC,10/03/2016,2300,0
DSRADG01EAS,STC,10/03/2016,2400,0
DSRADG01EAS,STC,11/03/2016,100,0
DSRADG01EAS,STC,11/03/2016,200,0
DSRADG01EAS,STC,11/03/2016,300,0
DSRADG01EAS,STC,11/03/2016,400,0
DSRADG01EAS,STC,11/03/2016,500,0
DSRADG01EAS,STC,11/03/2016,600,0
DSRADG01EAS,STC,11/03/2016,700,0
DSRADG01EAS,STC,11/03/2016,800,0.186
DSRADG01EAS,STC,11/03/2016,900,1.204
DSRADG01EAS,STC,11/03/2016,1000,3.067
DSRADG01EAS,STC,11/03/2016,1100,6.241
DSRADG01EAS,STC,11/03/2016,1200,5.871
DSRADG01EAS,STC,11/03/2016,1300,7.295
DSRADG01EAS,STC,11/03/2016,1400,7.332
DSRADG01EAS,STC,11/03/2016,1500,7.678
DSRADG01EAS,STC,11/03/2016,1600,6.107
DSRADG01EAS,STC,11/03/2016,1700,4.413
DSRADG01EAS,STC,11/03/2016,1800,2.214
DSRADG01EAS,STC,11/03/2016,1900,0.843
DSRADG01EAS,STC,11/03/2016,2000,0
DSRADG01EAS,STC,11/03/2016,2100,0
DSRADG01EAS,STC,11/03/2016,2200,0
DSRADG01EAS,STC,11/03/2016,2300,0
DSRADG01EAS,STC,11/03/2016,2400,0
DSRADG01EAS,STC,12/03/2016,100,0
DSRADG01EAS,STC,12/03/2016,200,0
DSRADG01EAS,STC,12/03/2016,300,0
DSRADG01EAS,STC,12/03/2016,400,0
DSRADG01EAS,STC,12/03/2016,500,0
DSRADG01EAS,STC,12/03/2016,600,0
DSRADG01EAS,STC,12/03/2016,700,0
DSRADG01EAS,STC,12/03/2016,800,0.554
DSRADG01EAS,STC,12/03/2016,900,2.825
DSRADG01EAS,STC,12/03/2016,1000,5.058
DSRADG01EAS,STC,12/03/2016,1100,6.443
DSRADG01EAS,STC,12/03/2016,1200,6.131
DSRADG01EAS,STC,12/03/2016,1300,6.355
DSRADG01EAS,STC,12/03/2016,1400,6.051
DSRADG01EAS,STC,12/03/2016,1500,6.9
DSRADG01EAS,STC,12/03/2016,1600,5.175
DSRADG01EAS,STC,12/03/2016,1700,4.985
DSRADG01EAS,STC,12/03/2016,1800,2.745
DSRADG01EAS,STC,12/03/2016,1900,0.712
DSRADG01EAS,STC,12/03/2016,2000,0
DSRADG01EAS,STC,12/03/2016,2100,0
DSRADG01EAS,STC,12/03/2016,2200,0
DSRADG01EAS,STC,12/03/2016,2300,0
DSRADG01EAS,STC,12/03/2016,2400,0
DSRADG01EAS,STC,13/03/2016,100,0
DSRADG01EAS,STC,13/03/2016,200,0
DSRADG01EAS,STC,13/03/2016,300,0
DSRADG01EAS,STC,13/03/2016,400,0
DSRADG01EAS,STC,13/03/2016,500,0
DSRADG01EAS,STC,13/03/2016,600,0
DSRADG01EAS,STC,13/03/2016,700,0
DSRADG01EAS,STC,13/03/2016,800,0.448
DSRADG01EAS,STC,13/03/2016,900,2.785
DSRADG01EAS,STC,13/03/2016,1000,5.054
DSRADG01EAS,STC,13/03/2016,1100,6.723
DSRADG01EAS,STC,13/03/2016,1200,7.414
DSRADG01EAS,STC,13/03/2016,1300,7.408
DSRADG01EAS,STC,13/03/2016,1400,7.051
DSRADG01EAS,STC,13/03/2016,1500,6.551
DSRADG01EAS,STC,13/03/2016,1600,6.421
DSRADG01EAS,STC,13/03/2016,1700,4.945
DSRADG01EAS,STC,13/03/2016,1800,2.832
DSRADG01EAS,STC,13/03/2016,1900,0.613
DSRADG01EAS,STC,13/03/2016,2000,0
DSRADG01EAS,STC,13/03/2016,2100,0
DSRADG01EAS,STC,13/03/2016,2200,0
DSRADG01EAS,STC,13/03/2016,2300,0
DSRADG01EAS,STC,13/03/2016,2400,0
DSRADG01EAS,STC,14/03/2016,100,0
DSRADG01EAS,STC,14/03/2016,200,0
DSRADG01EAS,STC,14/03/2016,300,0
DSRADG01EAS,STC,14/03/2016,400,0
DSRADG01EAS,STC,14/03/2016,500,0
DSRADG01EAS,STC,14/03/2016,600,0
DSRADG01EAS,STC,14/03/2016,700,0
DSRADG01EAS,STC,14/03/2016,800,0.448
DSRADG01EAS,STC,14/03/2016,900,2.762
DSRADG01EAS,STC,14/03/2016,1000,4.941
DSRADG01EAS,STC,14/03/2016,1100,6.534
DSRADG01EAS,STC,14/03/2016,1200,7.464
DSRADG01EAS,STC,14/03/2016,1300,6.586
DSRADG01EAS,STC,14/03/2016,1400,6.041
DSRADG01EAS,STC,14/03/2016,1500,5.885
DSRADG01EAS,STC,14/03/2016,1600,4.923
DSRADG01EAS,STC,14/03/2016,1700,4.214
DSRADG01EAS,STC,14/03/2016,1800,2.672
DSRADG01EAS,STC,14/03/2016,1900,0.565
DSRADG01EAS,STC,14/03/2016,2000,0
DSRADG01EAS,STC,14/03/2016,2100,0
DSRADG01EAS,STC,14/03/2016,2200,0
DSRADG01EAS,STC,14/03/2016,2300,0
DSRADG01EAS,STC,14/03/2016,2400,0
DSRADG01EAS,STC,15/03/2016,100,0
DSRADG01EAS,STC,15/03/2016,200,0
DSRADG01EAS,STC,15/03/2016,300,0
DSRADG01EAS,STC,15/03/2016,400,0
DSRADG01EAS,STC,15/03/2016,500,0
DSRADG01EAS,STC,15/03/2016,600,0
DSRADG01EAS,STC,15/03/2016,700,0
DSRADG01EAS,STC,15/03/2016,800,0.311
DSRADG01EAS,STC,15/03/2016,900,2.221
DSRADG01EAS,STC,15/03/2016,1000,4.69
DSRADG01EAS,STC,15/03/2016,1100,6.338
DSRADG01EAS,STC,15/03/2016,1200,7.305
DSRADG01EAS,STC,15/03/2016,1300,7.239
DSRADG01EAS,STC,15/03/2016,1400,6.54
DSRADG01EAS,STC,15/03/2016,1500,5.161
DSRADG01EAS,STC,15/03/2016,1600,4.012
DSRADG01EAS,STC,15/03/2016,1700,2.071
DSRADG01EAS,STC,15/03/2016,1800,2.228
DSRADG01EAS,STC,15/03/2016,1900,0.468
DSRADG01EAS,STC,15/03/2016,2000,0
DSRADG01EAS,STC,15/03/2016,2100,0
DSRADG01EAS,STC,15/03/2016,2200,0
DSRADG01EAS,STC,15/03/2016,2300,0
DSRADG01EAS,STC,15/03/2016,2400,0
DSRADG01EAS,STC,16/03/2016,100,0
DSRADG01EAS,STC,16/03/2016,200,0
DSRADG01EAS,STC,16/03/2016,300,0
DSRADG01EAS,STC,16/03/2016,400,0
DSRADG01EAS,STC,16/03/2016,500,0
DSRADG01EAS,STC,16/03/2016,600,0
DSRADG01EAS,STC,16/03/2016,700,0
DSRADG01EAS,STC,16/03/2016,800,0.5
DSRADG01EAS,STC,16/03/2016,900,2.221
DSRADG01EAS,STC,16/03/2016,1000,4.288
DSRADG01EAS,STC,16/03/2016,1100,5.754
DSRADG01EAS,STC,16/03/2016,1200,6.658
DSRADG01EAS,STC,16/03/2016,1300,7.037
DSRADG01EAS,STC,16/03/2016,1400,6.633
DSRADG01EAS,STC,16/03/2016,1500,6.816
DSRADG01EAS,STC,16/03/2016,1600,5.844
DSRADG01EAS,STC,16/03/2016,1700,4.22
DSRADG01EAS,STC,16/03/2016,1800,2.414
DSRADG01EAS,STC,16/03/2016,1900,0.516
DSRADG01EAS,STC,16/03/2016,2000,0
DSRADG01EAS,STC,16/03/2016,2100,0
DSRADG01EAS,STC,16/03/2016,2200,0
DSRADG01EAS,STC,16/03/2016,2300,0
DSRADG01EAS,STC,16/03/2016,2400,0
DSRADG01EAS,STC,17/03/2016,100,0
DSRADG01EAS,STC,17/03/2016,200,0
