Objeto,Fecha Medida,Hora Medida,Valor 
BJACBG01EAS,28/02/2016,800,3.966
BJACBG01EAS,28/02/2016,900,18.041
BJACBG01EAS,28/02/2016,1000,32.407
BJACBG01EAS,28/02/2016,1100,42.794
BJACBG01EAS,28/02/2016,1200,49.134
BJACBG01EAS,28/02/2016,1300,49.956
BJACBG01EAS,28/02/2016,1400,49.967
BJACBG01EAS,28/02/2016,1500,49.279
BJACBG01EAS,28/02/2016,1600,44.06
BJACBG01EAS,28/02/2016,1700,34.465
BJACBG01EAS,28/02/2016,1800,21.035
BJACBG01EAS,28/02/2016,1900,6.466
BJACBG01EAS,28/02/2016,2000,0.225
BJACBG01EAS,28/02/2016,2100,0
BJACBG01EAS,28/02/2016,2200,0
BJACBG01EAS,28/02/2016,2300,0
BJACBG01EAS,28/02/2016,2400,0
BJACBG01EAS,29/02/2016,100,0
BJACBG01EAS,29/02/2016,200,0
BJACBG01EAS,29/02/2016,300,0
BJACBG01EAS,29/02/2016,400,0
BJACBG01EAS,29/02/2016,500,0
BJACBG01EAS,29/02/2016,600,0
BJACBG01EAS,29/02/2016,700,0.051
BJACBG01EAS,29/02/2016,800,3.869
BJACBG01EAS,29/02/2016,900,17.382
BJACBG01EAS,29/02/2016,1000,31.302
BJACBG01EAS,29/02/2016,1100,42.044
BJACBG01EAS,29/02/2016,1200,48.874
BJACBG01EAS,29/02/2016,1300,49.851
BJACBG01EAS,29/02/2016,1400,49.865
BJACBG01EAS,29/02/2016,1500,49.355
BJACBG01EAS,29/02/2016,1600,43.99
BJACBG01EAS,29/02/2016,1700,34.367
BJACBG01EAS,29/02/2016,1800,19.836
BJACBG01EAS,29/02/2016,1900,7.128
BJACBG01EAS,29/02/2016,2000,0.189
BJACBG01EAS,29/02/2016,2100,0
BJACBG01EAS,29/02/2016,2200,0
BJACBG01EAS,29/02/2016,2300,0
BJACBG01EAS,29/02/2016,2400,0
BJACBG01EAS,01/03/2016,100,0
BJACBG01EAS,01/03/2016,200,0
BJACBG01EAS,01/03/2016,300,0
BJACBG01EAS,01/03/2016,400,0
BJACBG01EAS,01/03/2016,500,0
BJACBG01EAS,01/03/2016,600,0
BJACBG01EAS,01/03/2016,700,0.066
BJACBG01EAS,01/03/2016,800,3.909
BJACBG01EAS,01/03/2016,900,9.961
BJACBG01EAS,01/03/2016,1000,19.252
BJACBG01EAS,01/03/2016,1100,28.793
BJACBG01EAS,01/03/2016,1200,32.944
BJACBG01EAS,01/03/2016,1300,38.199
BJACBG01EAS,01/03/2016,1400,29.692
BJACBG01EAS,01/03/2016,1500,24.791
BJACBG01EAS,01/03/2016,1600,12.478
BJACBG01EAS,01/03/2016,1700,9.775
BJACBG01EAS,01/03/2016,1800,5.472
BJACBG01EAS,01/03/2016,1900,3.537
BJACBG01EAS,01/03/2016,2000,0.158
BJACBG01EAS,01/03/2016,2100,0
BJACBG01EAS,01/03/2016,2200,0
BJACBG01EAS,01/03/2016,2300,0
BJACBG01EAS,01/03/2016,2400,0
BJACBG01EAS,02/03/2016,100,0
BJACBG01EAS,02/03/2016,200,0
BJACBG01EAS,02/03/2016,300,0
BJACBG01EAS,02/03/2016,400,0
BJACBG01EAS,02/03/2016,500,0
BJACBG01EAS,02/03/2016,600,0
BJACBG01EAS,02/03/2016,700,0
BJACBG01EAS,02/03/2016,800,3.141
BJACBG01EAS,02/03/2016,900,8.346
BJACBG01EAS,02/03/2016,1000,27.684
BJACBG01EAS,02/03/2016,1100,21.074
BJACBG01EAS,02/03/2016,1200,27.863
BJACBG01EAS,02/03/2016,1300,36.977
BJACBG01EAS,02/03/2016,1400,38.624
BJACBG01EAS,02/03/2016,1500,39.963
BJACBG01EAS,02/03/2016,1600,31.537
BJACBG01EAS,02/03/2016,1700,12.149
BJACBG01EAS,02/03/2016,1800,8.357
BJACBG01EAS,02/03/2016,1900,2.753
BJACBG01EAS,02/03/2016,2000,0.141
BJACBG01EAS,02/03/2016,2100,0
BJACBG01EAS,02/03/2016,2200,0
BJACBG01EAS,02/03/2016,2300,0
BJACBG01EAS,02/03/2016,2400,0
BJACBG01EAS,03/03/2016,100,0
BJACBG01EAS,03/03/2016,200,0
BJACBG01EAS,03/03/2016,300,0
BJACBG01EAS,03/03/2016,400,0
BJACBG01EAS,03/03/2016,500,0
BJACBG01EAS,03/03/2016,600,0
BJACBG01EAS,03/03/2016,700,0.041
BJACBG01EAS,03/03/2016,800,3.766
BJACBG01EAS,03/03/2016,900,16.863
BJACBG01EAS,03/03/2016,1000,29.682
BJACBG01EAS,03/03/2016,1100,41.104
BJACBG01EAS,03/03/2016,1200,42.938
BJACBG01EAS,03/03/2016,1300,40.452
BJACBG01EAS,03/03/2016,1400,39.633
BJACBG01EAS,03/03/2016,1500,42.131
BJACBG01EAS,03/03/2016,1600,37.799
BJACBG01EAS,03/03/2016,1700,32.141
BJACBG01EAS,03/03/2016,1800,18.76
BJACBG01EAS,03/03/2016,1900,5.911
BJACBG01EAS,03/03/2016,2000,0.156
BJACBG01EAS,03/03/2016,2100,0
BJACBG01EAS,03/03/2016,2200,0
BJACBG01EAS,03/03/2016,2300,0
BJACBG01EAS,03/03/2016,2400,0
BJACBG01EAS,04/03/2016,100,0
BJACBG01EAS,04/03/2016,200,0
BJACBG01EAS,04/03/2016,300,0
BJACBG01EAS,04/03/2016,400,0
BJACBG01EAS,04/03/2016,500,0
BJACBG01EAS,04/03/2016,600,0
BJACBG01EAS,04/03/2016,700,0.046
BJACBG01EAS,04/03/2016,800,3.893
BJACBG01EAS,04/03/2016,900,16.982
BJACBG01EAS,04/03/2016,1000,31.288
BJACBG01EAS,04/03/2016,1100,40.895
BJACBG01EAS,04/03/2016,1200,48.255
BJACBG01EAS,04/03/2016,1300,48.842
BJACBG01EAS,04/03/2016,1400,47.525
BJACBG01EAS,04/03/2016,1500,37.456
BJACBG01EAS,04/03/2016,1600,42.375
BJACBG01EAS,04/03/2016,1700,31.664
BJACBG01EAS,04/03/2016,1800,17.773
BJACBG01EAS,04/03/2016,1900,6.026
BJACBG01EAS,04/03/2016,2000,0.158
BJACBG01EAS,04/03/2016,2100,0
BJACBG01EAS,04/03/2016,2200,0
BJACBG01EAS,04/03/2016,2300,0
BJACBG01EAS,04/03/2016,2400,0
BJACBG01EAS,05/03/2016,100,0
BJACBG01EAS,05/03/2016,200,0
BJACBG01EAS,05/03/2016,300,0
BJACBG01EAS,05/03/2016,400,0
BJACBG01EAS,05/03/2016,500,0
BJACBG01EAS,05/03/2016,600,0
BJACBG01EAS,05/03/2016,700,0.001
BJACBG01EAS,05/03/2016,800,3.463
BJACBG01EAS,05/03/2016,900,8.889
BJACBG01EAS,05/03/2016,1000,24.197
BJACBG01EAS,05/03/2016,1100,40.49
BJACBG01EAS,05/03/2016,1200,42.354
BJACBG01EAS,05/03/2016,1300,29.752
BJACBG01EAS,05/03/2016,1400,39.342
BJACBG01EAS,05/03/2016,1500,44.796
BJACBG01EAS,05/03/2016,1600,13.512
BJACBG01EAS,05/03/2016,1700,23.548
BJACBG01EAS,05/03/2016,1800,12.261
BJACBG01EAS,05/03/2016,1900,5.139
BJACBG01EAS,05/03/2016,2000,0.216
BJACBG01EAS,05/03/2016,2100,0
BJACBG01EAS,05/03/2016,2200,0
BJACBG01EAS,05/03/2016,2300,0
BJACBG01EAS,05/03/2016,2400,0
BJACBG01EAS,06/03/2016,100,0
BJACBG01EAS,06/03/2016,200,0
BJACBG01EAS,06/03/2016,300,0
BJACBG01EAS,06/03/2016,400,0
BJACBG01EAS,06/03/2016,500,0
BJACBG01EAS,06/03/2016,600,0
BJACBG01EAS,06/03/2016,700,0
BJACBG01EAS,06/03/2016,800,3.719
BJACBG01EAS,06/03/2016,900,16.887
BJACBG01EAS,06/03/2016,1000,32.17
BJACBG01EAS,06/03/2016,1100,43.076
BJACBG01EAS,06/03/2016,1200,48.857
BJACBG01EAS,06/03/2016,1300,36.521
BJACBG01EAS,06/03/2016,1400,41.458
BJACBG01EAS,06/03/2016,1500,44.666
BJACBG01EAS,06/03/2016,1600,44.167
BJACBG01EAS,06/03/2016,1700,34.798
BJACBG01EAS,06/03/2016,1800,20.604
BJACBG01EAS,06/03/2016,1900,5.703
BJACBG01EAS,06/03/2016,2000,0.001
BJACBG01EAS,06/03/2016,2100,0
BJACBG01EAS,06/03/2016,2200,0
BJACBG01EAS,06/03/2016,2300,0
BJACBG01EAS,06/03/2016,2400,0
BJACBG01EAS,07/03/2016,100,0
BJACBG01EAS,07/03/2016,200,0
BJACBG01EAS,07/03/2016,300,0
BJACBG01EAS,07/03/2016,400,0
BJACBG01EAS,07/03/2016,500,0
BJACBG01EAS,07/03/2016,600,0
BJACBG01EAS,07/03/2016,700,0.023
BJACBG01EAS,07/03/2016,800,3.894
BJACBG01EAS,07/03/2016,900,17.986
BJACBG01EAS,07/03/2016,1000,33.06
BJACBG01EAS,07/03/2016,1100,38.71
BJACBG01EAS,07/03/2016,1200,24.248
BJACBG01EAS,07/03/2016,1300,41.708
BJACBG01EAS,07/03/2016,1400,33.197
BJACBG01EAS,07/03/2016,1500,36.622
BJACBG01EAS,07/03/2016,1600,38.549
BJACBG01EAS,07/03/2016,1700,24.702
BJACBG01EAS,07/03/2016,1800,15.479
BJACBG01EAS,07/03/2016,1900,3.517
BJACBG01EAS,07/03/2016,2000,0.045
BJACBG01EAS,07/03/2016,2100,0
BJACBG01EAS,07/03/2016,2200,0
BJACBG01EAS,07/03/2016,2300,0
BJACBG01EAS,07/03/2016,2400,0
BJACBG01EAS,08/03/2016,100,0
BJACBG01EAS,08/03/2016,200,0
BJACBG01EAS,08/03/2016,300,0
BJACBG01EAS,08/03/2016,400,0
BJACBG01EAS,08/03/2016,500,0
BJACBG01EAS,08/03/2016,600,0
BJACBG01EAS,08/03/2016,700,0.023
BJACBG01EAS,08/03/2016,800,3.642
BJACBG01EAS,08/03/2016,900,17.181
BJACBG01EAS,08/03/2016,1000,31.521
BJACBG01EAS,08/03/2016,1100,41.853
BJACBG01EAS,08/03/2016,1200,48.414
BJACBG01EAS,08/03/2016,1300,49.473
BJACBG01EAS,08/03/2016,1400,48.462
BJACBG01EAS,08/03/2016,1500,47.228
BJACBG01EAS,08/03/2016,1600,34.288
BJACBG01EAS,08/03/2016,1700,29.292
BJACBG01EAS,08/03/2016,1800,13.85
BJACBG01EAS,08/03/2016,1900,0.969
BJACBG01EAS,08/03/2016,2000,0
BJACBG01EAS,08/03/2016,2100,0
BJACBG01EAS,08/03/2016,2200,0
BJACBG01EAS,08/03/2016,2300,0
BJACBG01EAS,08/03/2016,2400,0
BJACBG01EAS,09/03/2016,100,0
BJACBG01EAS,09/03/2016,200,0
BJACBG01EAS,09/03/2016,300,0
BJACBG01EAS,09/03/2016,400,0
BJACBG01EAS,09/03/2016,500,0
BJACBG01EAS,09/03/2016,600,0
BJACBG01EAS,09/03/2016,700,0.003
BJACBG01EAS,09/03/2016,800,2.872
BJACBG01EAS,09/03/2016,900,15.549
BJACBG01EAS,09/03/2016,1000,21.281
BJACBG01EAS,09/03/2016,1100,28.435
BJACBG01EAS,09/03/2016,1200,45.775
BJACBG01EAS,09/03/2016,1300,32.573
BJACBG01EAS,09/03/2016,1400,16.456
BJACBG01EAS,09/03/2016,1500,16.312
BJACBG01EAS,09/03/2016,1600,14.23
BJACBG01EAS,09/03/2016,1700,5.825
BJACBG01EAS,09/03/2016,1800,5.097
BJACBG01EAS,09/03/2016,1900,2.052
BJACBG01EAS,09/03/2016,2000,0
BJACBG01EAS,09/03/2016,2100,0
BJACBG01EAS,09/03/2016,2200,0
BJACBG01EAS,09/03/2016,2300,0
BJACBG01EAS,09/03/2016,2400,0
BJACBG01EAS,10/03/2016,100,0
BJACBG01EAS,10/03/2016,200,0
BJACBG01EAS,10/03/2016,300,0
BJACBG01EAS,10/03/2016,400,0
BJACBG01EAS,10/03/2016,500,0
BJACBG01EAS,10/03/2016,600,0
BJACBG01EAS,10/03/2016,700,0.012
BJACBG01EAS,10/03/2016,800,3.433
BJACBG01EAS,10/03/2016,900,15.09
BJACBG01EAS,10/03/2016,1000,28.783
BJACBG01EAS,10/03/2016,1100,40.075
BJACBG01EAS,10/03/2016,1200,47.271
BJACBG01EAS,10/03/2016,1300,44.65
BJACBG01EAS,10/03/2016,1400,46.723
BJACBG01EAS,10/03/2016,1500,44.032
BJACBG01EAS,10/03/2016,1600,31.931
BJACBG01EAS,10/03/2016,1700,17.921
BJACBG01EAS,10/03/2016,1800,7.992
BJACBG01EAS,10/03/2016,1900,3.279
BJACBG01EAS,10/03/2016,2000,0.133
BJACBG01EAS,10/03/2016,2100,0
BJACBG01EAS,10/03/2016,2200,0
BJACBG01EAS,10/03/2016,2300,0
BJACBG01EAS,10/03/2016,2400,0
BJACBG01EAS,11/03/2016,100,0
BJACBG01EAS,11/03/2016,200,0
BJACBG01EAS,11/03/2016,300,0
BJACBG01EAS,11/03/2016,400,0
BJACBG01EAS,11/03/2016,500,0
BJACBG01EAS,11/03/2016,600,0
BJACBG01EAS,11/03/2016,700,0.007
BJACBG01EAS,11/03/2016,800,1.603
BJACBG01EAS,11/03/2016,900,7.484
BJACBG01EAS,11/03/2016,1000,12.765
BJACBG01EAS,11/03/2016,1100,34.49
BJACBG01EAS,11/03/2016,1200,42.59
BJACBG01EAS,11/03/2016,1300,27.956
BJACBG01EAS,11/03/2016,1400,38.098
BJACBG01EAS,11/03/2016,1500,37.903
BJACBG01EAS,11/03/2016,1600,19.689
BJACBG01EAS,11/03/2016,1700,12.508
BJACBG01EAS,11/03/2016,1800,5.761
BJACBG01EAS,11/03/2016,1900,1.242
BJACBG01EAS,11/03/2016,2000,0
BJACBG01EAS,11/03/2016,2100,0
BJACBG01EAS,11/03/2016,2200,0
BJACBG01EAS,11/03/2016,2300,0
BJACBG01EAS,11/03/2016,2400,0
BJACBG01EAS,12/03/2016,100,0
BJACBG01EAS,12/03/2016,200,0
BJACBG01EAS,12/03/2016,300,0
BJACBG01EAS,12/03/2016,400,0
BJACBG01EAS,12/03/2016,500,0
BJACBG01EAS,12/03/2016,600,0
BJACBG01EAS,12/03/2016,700,0.009
BJACBG01EAS,12/03/2016,800,3.567
BJACBG01EAS,12/03/2016,900,17.179
BJACBG01EAS,12/03/2016,1000,32.042
BJACBG01EAS,12/03/2016,1100,43.395
BJACBG01EAS,12/03/2016,1200,49.583
BJACBG01EAS,12/03/2016,1300,46.025
BJACBG01EAS,12/03/2016,1400,44.728
BJACBG01EAS,12/03/2016,1500,44.1
BJACBG01EAS,12/03/2016,1600,38.344
BJACBG01EAS,12/03/2016,1700,30.313
BJACBG01EAS,12/03/2016,1800,19.522
BJACBG01EAS,12/03/2016,1900,4.875
BJACBG01EAS,12/03/2016,2000,0.035
BJACBG01EAS,12/03/2016,2100,0
BJACBG01EAS,12/03/2016,2200,0
BJACBG01EAS,12/03/2016,2300,0
BJACBG01EAS,12/03/2016,2400,0
BJACBG01EAS,13/03/2016,100,0
BJACBG01EAS,13/03/2016,200,0
BJACBG01EAS,13/03/2016,300,0
BJACBG01EAS,13/03/2016,400,0
BJACBG01EAS,13/03/2016,500,0
BJACBG01EAS,13/03/2016,600,0
BJACBG01EAS,13/03/2016,700,0.003
BJACBG01EAS,13/03/2016,800,3.374
BJACBG01EAS,13/03/2016,900,15.23
BJACBG01EAS,13/03/2016,1000,31.286
BJACBG01EAS,13/03/2016,1100,42.343
BJACBG01EAS,13/03/2016,1200,46.457
BJACBG01EAS,13/03/2016,1300,40.27
BJACBG01EAS,13/03/2016,1400,34.728
BJACBG01EAS,13/03/2016,1500,40.147
BJACBG01EAS,13/03/2016,1600,34.753
BJACBG01EAS,13/03/2016,1700,27.436
BJACBG01EAS,13/03/2016,1800,17.786
BJACBG01EAS,13/03/2016,1900,4.606
BJACBG01EAS,13/03/2016,2000,0.027
BJACBG01EAS,13/03/2016,2100,0
BJACBG01EAS,13/03/2016,2200,0
BJACBG01EAS,13/03/2016,2300,0
BJACBG01EAS,13/03/2016,2400,0
BJACBG01EAS,14/03/2016,100,0
BJACBG01EAS,14/03/2016,200,0
BJACBG01EAS,14/03/2016,300,0
BJACBG01EAS,14/03/2016,400,0
BJACBG01EAS,14/03/2016,500,0
BJACBG01EAS,14/03/2016,600,0
BJACBG01EAS,14/03/2016,700,0.006
BJACBG01EAS,14/03/2016,800,3.392
BJACBG01EAS,14/03/2016,900,16.498
BJACBG01EAS,14/03/2016,1000,30.567
BJACBG01EAS,14/03/2016,1100,41.25
BJACBG01EAS,14/03/2016,1200,48.231
BJACBG01EAS,14/03/2016,1300,49.762
BJACBG01EAS,14/03/2016,1400,48.049
BJACBG01EAS,14/03/2016,1500,44.204
BJACBG01EAS,14/03/2016,1600,37.699
BJACBG01EAS,14/03/2016,1700,18.417
BJACBG01EAS,14/03/2016,1800,14.479
BJACBG01EAS,14/03/2016,1900,4.275
BJACBG01EAS,14/03/2016,2000,0.017
BJACBG01EAS,14/03/2016,2100,0
BJACBG01EAS,14/03/2016,2200,0
BJACBG01EAS,14/03/2016,2300,0
BJACBG01EAS,14/03/2016,2400,0
BJACBG01EAS,15/03/2016,100,0
BJACBG01EAS,15/03/2016,200,0
BJACBG01EAS,15/03/2016,300,0
BJACBG01EAS,15/03/2016,400,0
BJACBG01EAS,15/03/2016,500,0
BJACBG01EAS,15/03/2016,600,0
BJACBG01EAS,15/03/2016,700,0.001
BJACBG01EAS,15/03/2016,800,3.216
BJACBG01EAS,15/03/2016,900,15.707
BJACBG01EAS,15/03/2016,1000,29.512
BJACBG01EAS,15/03/2016,1100,39.676
BJACBG01EAS,15/03/2016,1200,46.033
BJACBG01EAS,15/03/2016,1300,48.598
BJACBG01EAS,15/03/2016,1400,40
BJACBG01EAS,15/03/2016,1500,44.804
BJACBG01EAS,15/03/2016,1600,35.585
BJACBG01EAS,15/03/2016,1700,33.046
BJACBG01EAS,15/03/2016,1800,18.016
BJACBG01EAS,15/03/2016,1900,3.949
BJACBG01EAS,15/03/2016,2000,0.008
BJACBG01EAS,15/03/2016,2100,0
BJACBG01EAS,15/03/2016,2200,0
BJACBG01EAS,15/03/2016,2300,0
BJACBG01EAS,15/03/2016,2400,0
BJACBG01EAS,16/03/2016,100,0
BJACBG01EAS,16/03/2016,200,0
BJACBG01EAS,16/03/2016,300,0
BJACBG01EAS,16/03/2016,400,0
BJACBG01EAS,16/03/2016,500,0
BJACBG01EAS,16/03/2016,600,0
BJACBG01EAS,16/03/2016,700,0
BJACBG01EAS,16/03/2016,800,3.171
BJACBG01EAS,16/03/2016,900,13.258
BJACBG01EAS,16/03/2016,1000,29.145
BJACBG01EAS,16/03/2016,1100,38.76
BJACBG01EAS,16/03/2016,1200,45.804
BJACBG01EAS,16/03/2016,1300,48.366
BJACBG01EAS,16/03/2016,1400,35.315
BJACBG01EAS,16/03/2016,1500,33.096
BJACBG01EAS,16/03/2016,1600,40.032
BJACBG01EAS,16/03/2016,1700,30.037
BJACBG01EAS,16/03/2016,1800,16.622
BJACBG01EAS,16/03/2016,1900,3.748
BJACBG01EAS,16/03/2016,2000,0.004
BJACBG01EAS,16/03/2016,2100,0
BJACBG01EAS,16/03/2016,2200,0
BJACBG01EAS,16/03/2016,2300,0
BJACBG01EAS,16/03/2016,2400,0
BJACBG01EAS,17/03/2016,100,0
BJACBG01EAS,17/03/2016,200,0
BJACBG01EAS,17/03/2016,300,0
BJACBG01EAS,17/03/2016,400,0
BJACBG01EAS,17/03/2016,500,0
BJACBG01EAS,17/03/2016,600,0
BJACBG01EAS,17/03/2016,700,0
BJACBG01EAS,17/03/2016,800,2.836
BJACBG01EAS,17/03/2016,900,15.162
BJACBG01EAS,17/03/2016,1000,29.086
BJACBG01EAS,17/03/2016,1100,39.459
BJACBG01EAS,17/03/2016,1200,46.383
BJACBG01EAS,17/03/2016,1300,49.173
BJACBG01EAS,17/03/2016,1400,49.624
BJACBG01EAS,17/03/2016,1500,47.099
BJACBG01EAS,17/03/2016,1600,40.325
BJACBG01EAS,17/03/2016,1700,29.797
BJACBG01EAS,17/03/2016,1800,16.393
BJACBG01EAS,17/03/2016,1900,3.242
BJACBG01EAS,17/03/2016,2000,0
BJACBG01EAS,17/03/2016,2100,0
BJACBG01EAS,17/03/2016,2200,0
BJACBG01EAS,17/03/2016,2300,0
BJACBG01EAS,17/03/2016,2400,0
BJACBG01EAS,18/03/2016,100,0
BJACBG01EAS,18/03/2016,200,0
BJACBG01EAS,18/03/2016,300,0
BJACBG01EAS,18/03/2016,400,0
BJACBG01EAS,18/03/2016,500,0
BJACBG01EAS,18/03/2016,600,0
BJACBG01EAS,18/03/2016,700,0
BJACBG01EAS,18/03/2016,800,2.736
BJACBG01EAS,18/03/2016,900,9.319
BJACBG01EAS,18/03/2016,1000,1.819
BJACBG01EAS,18/03/2016,1100,0.839
BJACBG01EAS,18/03/2016,1200,0.475
BJACBG01EAS,18/03/2016,1300,0.029
BJACBG01EAS,18/03/2016,1400,0
BJACBG01EAS,18/03/2016,1500,0
BJACBG01EAS,18/03/2016,1600,0.48
BJACBG01EAS,18/03/2016,1700,1.623
BJACBG01EAS,18/03/2016,1800,0.732
BJACBG01EAS,18/03/2016,1900,0.221
BJACBG01EAS,18/03/2016,2000,0
BJACBG01EAS,18/03/2016,2100,0
BJACBG01EAS,18/03/2016,2200,0
BJACBG01EAS,18/03/2016,2300,0
BJACBG01EAS,18/03/2016,2400,0
BJACBG01EAS,19/03/2016,100,0
BJACBG01EAS,19/03/2016,200,0
BJACBG01EAS,19/03/2016,300,0
BJACBG01EAS,19/03/2016,400,0
BJACBG01EAS,19/03/2016,500,0
BJACBG01EAS,19/03/2016,600,0
BJACBG01EAS,19/03/2016,700,0
BJACBG01EAS,19/03/2016,800,0.49
BJACBG01EAS,19/03/2016,900,3.486
BJACBG01EAS,19/03/2016,1000,11.206
BJACBG01EAS,19/03/2016,1100,23.774
BJACBG01EAS,19/03/2016,1200,28.309
BJACBG01EAS,19/03/2016,1300,24.907
BJACBG01EAS,19/03/2016,1400,29.605
BJACBG01EAS,19/03/2016,1500,15.745
BJACBG01EAS,19/03/2016,1600,15.112
BJACBG01EAS,19/03/2016,1700,10.152
BJACBG01EAS,19/03/2016,1800,6.834
BJACBG01EAS,19/03/2016,1900,4.77
BJACBG01EAS,19/03/2016,2000,0
BJACBG01EAS,19/03/2016,2100,0
BJACBG01EAS,19/03/2016,2200,0
BJACBG01EAS,19/03/2016,2300,0
BJACBG01EAS,19/03/2016,2400,0
BJACBG01EAS,20/03/2016,100,0
BJACBG01EAS,20/03/2016,200,0
BJACBG01EAS,20/03/2016,300,0
BJACBG01EAS,20/03/2016,400,0
BJACBG01EAS,20/03/2016,500,0
BJACBG01EAS,20/03/2016,600,0
BJACBG01EAS,20/03/2016,700,0
BJACBG01EAS,20/03/2016,800,0.004
BJACBG01EAS,20/03/2016,900,0.804
BJACBG01EAS,20/03/2016,1000,2.871
BJACBG01EAS,20/03/2016,1100,4.638
BJACBG01EAS,20/03/2016,1200,3.708
BJACBG01EAS,20/03/2016,1300,3.246
BJACBG01EAS,20/03/2016,1400,7.868
BJACBG01EAS,20/03/2016,1500,6.911
BJACBG01EAS,20/03/2016,1600,6.614
BJACBG01EAS,20/03/2016,1700,3.362
BJACBG01EAS,20/03/2016,1800,1.639
BJACBG01EAS,20/03/2016,1900,0.422
BJACBG01EAS,20/03/2016,2000,0
BJACBG01EAS,20/03/2016,2100,0
BJACBG01EAS,20/03/2016,2200,0
BJACBG01EAS,20/03/2016,2300,0
BJACBG01EAS,20/03/2016,2400,0
BJACBG01EAS,21/03/2016,100,0
BJACBG01EAS,21/03/2016,200,0
BJACBG01EAS,21/03/2016,300,0
BJACBG01EAS,21/03/2016,400,0
BJACBG01EAS,21/03/2016,500,0
BJACBG01EAS,21/03/2016,600,0
BJACBG01EAS,21/03/2016,700,0
BJACBG01EAS,21/03/2016,800,0.544
BJACBG01EAS,21/03/2016,900,3.387
BJACBG01EAS,21/03/2016,1000,9.038
BJACBG01EAS,21/03/2016,1100,21.917
BJACBG01EAS,21/03/2016,1200,42.35
BJACBG01EAS,21/03/2016,1300,41.58
BJACBG01EAS,21/03/2016,1400,43.684
BJACBG01EAS,21/03/2016,1500,36.873
BJACBG01EAS,21/03/2016,1600,32.572
BJACBG01EAS,21/03/2016,1700,23.49
BJACBG01EAS,21/03/2016,1800,17.068
BJACBG01EAS,21/03/2016,1900,1.177
BJACBG01EAS,21/03/2016,2000,0
BJACBG01EAS,21/03/2016,2100,0
BJACBG01EAS,21/03/2016,2200,0
BJACBG01EAS,21/03/2016,2300,0
BJACBG01EAS,21/03/2016,2400,0
BJACBG01EAS,22/03/2016,100,0
BJACBG01EAS,22/03/2016,200,0
BJACBG01EAS,22/03/2016,300,0
BJACBG01EAS,22/03/2016,400,0
BJACBG01EAS,22/03/2016,500,0
BJACBG01EAS,22/03/2016,600,0
BJACBG01EAS,22/03/2016,700,0
BJACBG01EAS,22/03/2016,800,1.316
BJACBG01EAS,22/03/2016,900,10.071
BJACBG01EAS,22/03/2016,1000,24.293
BJACBG01EAS,22/03/2016,1100,33.693
BJACBG01EAS,22/03/2016,1200,25.279
BJACBG01EAS,22/03/2016,1300,39.658
BJACBG01EAS,22/03/2016,1400,36.259
BJACBG01EAS,22/03/2016,1500,44.502
BJACBG01EAS,22/03/2016,1600,42.586
BJACBG01EAS,22/03/2016,1700,32.804
BJACBG01EAS,22/03/2016,1800,16.665
BJACBG01EAS,22/03/2016,1900,3.295
BJACBG01EAS,22/03/2016,2000,0
BJACBG01EAS,22/03/2016,2100,0
BJACBG01EAS,22/03/2016,2200,0
BJACBG01EAS,22/03/2016,2300,0
BJACBG01EAS,22/03/2016,2400,0
BJACBG01EAS,23/03/2016,100,0
BJACBG01EAS,23/03/2016,200,0
BJACBG01EAS,23/03/2016,300,0
BJACBG01EAS,23/03/2016,400,0
BJACBG01EAS,23/03/2016,500,0
BJACBG01EAS,23/03/2016,600,0
BJACBG01EAS,23/03/2016,700,0
BJACBG01EAS,23/03/2016,800,2.883
BJACBG01EAS,23/03/2016,900,16.01
BJACBG01EAS,23/03/2016,1000,29.971
BJACBG01EAS,23/03/2016,1100,40.656
BJACBG01EAS,23/03/2016,1200,44.016
BJACBG01EAS,23/03/2016,1300,40.1
BJACBG01EAS,23/03/2016,1400,34.875
BJACBG01EAS,23/03/2016,1500,40.045
BJACBG01EAS,23/03/2016,1600,39.321
BJACBG01EAS,23/03/2016,1700,28.32
BJACBG01EAS,23/03/2016,1800,10.435
BJACBG01EAS,23/03/2016,1900,3.142
BJACBG01EAS,23/03/2016,2000,0
BJACBG01EAS,23/03/2016,2100,0
BJACBG01EAS,23/03/2016,2200,0
BJACBG01EAS,23/03/2016,2300,0
BJACBG01EAS,23/03/2016,2400,0
BJACBG01EAS,24/03/2016,100,0
BJACBG01EAS,24/03/2016,200,0
BJACBG01EAS,24/03/2016,300,0
BJACBG01EAS,24/03/2016,400,0
BJACBG01EAS,24/03/2016,500,0
BJACBG01EAS,24/03/2016,600,0
BJACBG01EAS,24/03/2016,700,0
BJACBG01EAS,24/03/2016,800,3.252
BJACBG01EAS,24/03/2016,900,10.924
BJACBG01EAS,24/03/2016,1000,13.691
BJACBG01EAS,24/03/2016,1100,22.62
BJACBG01EAS,24/03/2016,1200,30.377
BJACBG01EAS,24/03/2016,1300,38.625
BJACBG01EAS,24/03/2016,1400,37.025
BJACBG01EAS,24/03/2016,1500,41.517
BJACBG01EAS,24/03/2016,1600,30.333
BJACBG01EAS,24/03/2016,1700,19.256
BJACBG01EAS,24/03/2016,1800,9.585
BJACBG01EAS,24/03/2016,1900,1.521
BJACBG01EAS,24/03/2016,2000,0
BJACBG01EAS,24/03/2016,2100,0
