Objeto,Fecha Medida,Hora Medida,Valor 
BJACBG01EAS,10/07/2016,1900,0
BJACBG01EAS,10/07/2016,2000,0
BJACBG01EAS,10/07/2016,2100,0
BJACBG01EAS,10/07/2016,2200,0
BJACBG01EAS,10/07/2016,2300,0
BJACBG01EAS,10/07/2016,2400,0
BJACBG01EAS,11/07/2016,100,0
BJACBG01EAS,11/07/2016,200,0
BJACBG01EAS,11/07/2016,300,0
BJACBG01EAS,11/07/2016,400,0
BJACBG01EAS,11/07/2016,500,0
BJACBG01EAS,11/07/2016,600,0
BJACBG01EAS,11/07/2016,700,0
BJACBG01EAS,11/07/2016,800,0
BJACBG01EAS,11/07/2016,900,0.714
BJACBG01EAS,11/07/2016,1000,0.708
BJACBG01EAS,11/07/2016,1100,1.456
BJACBG01EAS,11/07/2016,1200,1.692
BJACBG01EAS,11/07/2016,1300,2.267
BJACBG01EAS,11/07/2016,1400,1.979
BJACBG01EAS,11/07/2016,1500,1.334
BJACBG01EAS,11/07/2016,1600,2.613
BJACBG01EAS,11/07/2016,1700,2.226
BJACBG01EAS,11/07/2016,1800,1.065
BJACBG01EAS,11/07/2016,1900,0
BJACBG01EAS,11/07/2016,2000,0
BJACBG01EAS,11/07/2016,2100,0
BJACBG01EAS,11/07/2016,2200,0
BJACBG01EAS,11/07/2016,2300,0
BJACBG01EAS,11/07/2016,2400,0
BJACBG01EAS,12/07/2016,100,0
BJACBG01EAS,12/07/2016,200,0
BJACBG01EAS,12/07/2016,300,0
BJACBG01EAS,12/07/2016,400,0
BJACBG01EAS,12/07/2016,500,0
BJACBG01EAS,12/07/2016,600,0
BJACBG01EAS,12/07/2016,700,0
BJACBG01EAS,12/07/2016,800,0
BJACBG01EAS,12/07/2016,900,2.361
BJACBG01EAS,12/07/2016,1000,11.16
BJACBG01EAS,12/07/2016,1100,23.552
BJACBG01EAS,12/07/2016,1200,42.865
BJACBG01EAS,12/07/2016,1300,47.265
BJACBG01EAS,12/07/2016,1400,47.322
BJACBG01EAS,12/07/2016,1500,43.487
BJACBG01EAS,12/07/2016,1600,35.301
BJACBG01EAS,12/07/2016,1700,20.653
BJACBG01EAS,12/07/2016,1800,4.273
BJACBG01EAS,12/07/2016,1900,0
BJACBG01EAS,12/07/2016,2000,0
BJACBG01EAS,12/07/2016,2100,0
BJACBG01EAS,12/07/2016,2200,0
BJACBG01EAS,12/07/2016,2300,0
BJACBG01EAS,12/07/2016,2400,0
BJACBG01EAS,13/07/2016,100,0
BJACBG01EAS,13/07/2016,200,0
BJACBG01EAS,13/07/2016,300,0
BJACBG01EAS,13/07/2016,400,0
BJACBG01EAS,13/07/2016,500,0
BJACBG01EAS,13/07/2016,600,0
BJACBG01EAS,13/07/2016,700,0
BJACBG01EAS,13/07/2016,800,0.062
BJACBG01EAS,13/07/2016,900,3.572
BJACBG01EAS,13/07/2016,1000,14.256
BJACBG01EAS,13/07/2016,1100,27.409
BJACBG01EAS,13/07/2016,1200,33.39
BJACBG01EAS,13/07/2016,1300,19.286
BJACBG01EAS,13/07/2016,1400,10.953
BJACBG01EAS,13/07/2016,1500,8.479
BJACBG01EAS,13/07/2016,1600,14.675
BJACBG01EAS,13/07/2016,1700,5.793
BJACBG01EAS,13/07/2016,1800,3.502
BJACBG01EAS,13/07/2016,1900,0.039
BJACBG01EAS,13/07/2016,2000,0
BJACBG01EAS,13/07/2016,2100,0
BJACBG01EAS,13/07/2016,2200,0
BJACBG01EAS,13/07/2016,2300,0
BJACBG01EAS,13/07/2016,2400,0
BJACBG01EAS,14/07/2016,100,0
BJACBG01EAS,14/07/2016,200,0
BJACBG01EAS,14/07/2016,300,0
BJACBG01EAS,14/07/2016,400,0
BJACBG01EAS,14/07/2016,500,0
BJACBG01EAS,14/07/2016,600,0
BJACBG01EAS,14/07/2016,700,0
BJACBG01EAS,14/07/2016,800,0
BJACBG01EAS,14/07/2016,900,1.304
BJACBG01EAS,14/07/2016,1000,3.184
BJACBG01EAS,14/07/2016,1100,5.234
BJACBG01EAS,14/07/2016,1200,5.764
BJACBG01EAS,14/07/2016,1300,10.862
BJACBG01EAS,14/07/2016,1400,10.72
BJACBG01EAS,14/07/2016,1500,4.311
BJACBG01EAS,14/07/2016,1600,2.879
BJACBG01EAS,14/07/2016,1700,1.128
BJACBG01EAS,14/07/2016,1800,0.103
BJACBG01EAS,14/07/2016,1900,0
BJACBG01EAS,14/07/2016,2000,0
BJACBG01EAS,14/07/2016,2100,0
BJACBG01EAS,14/07/2016,2200,0
BJACBG01EAS,14/07/2016,2300,0
BJACBG01EAS,14/07/2016,2400,0
BJACBG01EAS,15/07/2016,100,0
BJACBG01EAS,15/07/2016,200,0
BJACBG01EAS,15/07/2016,300,0
BJACBG01EAS,15/07/2016,400,0
BJACBG01EAS,15/07/2016,500,0
BJACBG01EAS,15/07/2016,600,0
BJACBG01EAS,15/07/2016,700,0
BJACBG01EAS,15/07/2016,800,0
BJACBG01EAS,15/07/2016,900,0.807
BJACBG01EAS,15/07/2016,1000,3.249
BJACBG01EAS,15/07/2016,1100,7.653
BJACBG01EAS,15/07/2016,1200,22.941
BJACBG01EAS,15/07/2016,1300,17.111
BJACBG01EAS,15/07/2016,1400,16.698
BJACBG01EAS,15/07/2016,1500,12.278
BJACBG01EAS,15/07/2016,1600,7.987
BJACBG01EAS,15/07/2016,1700,2.44
BJACBG01EAS,15/07/2016,1800,0.553
BJACBG01EAS,15/07/2016,1900,0
BJACBG01EAS,15/07/2016,2000,0
BJACBG01EAS,15/07/2016,2100,0
BJACBG01EAS,15/07/2016,2200,0
BJACBG01EAS,15/07/2016,2300,0
BJACBG01EAS,15/07/2016,2400,0
BJACBG01EAS,16/07/2016,100,0
BJACBG01EAS,16/07/2016,200,0
BJACBG01EAS,16/07/2016,300,0
BJACBG01EAS,16/07/2016,400,0
BJACBG01EAS,16/07/2016,500,0
BJACBG01EAS,16/07/2016,600,0
BJACBG01EAS,16/07/2016,700,0
BJACBG01EAS,16/07/2016,800,0
BJACBG01EAS,16/07/2016,900,1.613
BJACBG01EAS,16/07/2016,1000,6.922
BJACBG01EAS,16/07/2016,1100,7.226
BJACBG01EAS,16/07/2016,1200,8.688
BJACBG01EAS,16/07/2016,1300,13.044
BJACBG01EAS,16/07/2016,1400,13.158
BJACBG01EAS,16/07/2016,1500,13.187
BJACBG01EAS,16/07/2016,1600,16.493
BJACBG01EAS,16/07/2016,1700,11.976
BJACBG01EAS,16/07/2016,1800,2.213
BJACBG01EAS,16/07/2016,1900,0
BJACBG01EAS,16/07/2016,2000,0
BJACBG01EAS,16/07/2016,2100,0
BJACBG01EAS,16/07/2016,2200,0
BJACBG01EAS,16/07/2016,2300,0
BJACBG01EAS,16/07/2016,2400,0
BJACBG01EAS,17/07/2016,100,0
BJACBG01EAS,17/07/2016,200,0
BJACBG01EAS,17/07/2016,300,0
BJACBG01EAS,17/07/2016,400,0
BJACBG01EAS,17/07/2016,500,0
BJACBG01EAS,17/07/2016,600,0
BJACBG01EAS,17/07/2016,700,0
BJACBG01EAS,17/07/2016,800,0.059
BJACBG01EAS,17/07/2016,900,5.464
BJACBG01EAS,17/07/2016,1000,20.05
BJACBG01EAS,17/07/2016,1100,29.091
BJACBG01EAS,17/07/2016,1200,43.206
BJACBG01EAS,17/07/2016,1300,48.851
BJACBG01EAS,17/07/2016,1400,49.302
BJACBG01EAS,17/07/2016,1500,45.177
BJACBG01EAS,17/07/2016,1600,36.81
BJACBG01EAS,17/07/2016,1700,22.38
BJACBG01EAS,17/07/2016,1800,5.403
BJACBG01EAS,17/07/2016,1900,0.023
BJACBG01EAS,17/07/2016,2000,0
BJACBG01EAS,17/07/2016,2100,0
BJACBG01EAS,17/07/2016,2200,0
BJACBG01EAS,17/07/2016,2300,0
BJACBG01EAS,17/07/2016,2400,0
BJACBG01EAS,18/07/2016,100,0
BJACBG01EAS,18/07/2016,200,0
BJACBG01EAS,18/07/2016,300,0
BJACBG01EAS,18/07/2016,400,0
BJACBG01EAS,18/07/2016,500,0
BJACBG01EAS,18/07/2016,600,0
BJACBG01EAS,18/07/2016,700,0
BJACBG01EAS,18/07/2016,800,0
BJACBG01EAS,18/07/2016,900,1.174
BJACBG01EAS,18/07/2016,1000,8.025
BJACBG01EAS,18/07/2016,1100,26.782
BJACBG01EAS,18/07/2016,1200,37.031
BJACBG01EAS,18/07/2016,1300,30.284
BJACBG01EAS,18/07/2016,1400,33.287
BJACBG01EAS,18/07/2016,1500,31.319
BJACBG01EAS,18/07/2016,1600,22.152
BJACBG01EAS,18/07/2016,1700,10.525
BJACBG01EAS,18/07/2016,1800,1.82
BJACBG01EAS,18/07/2016,1900,0
BJACBG01EAS,18/07/2016,2000,0
BJACBG01EAS,18/07/2016,2100,0
BJACBG01EAS,18/07/2016,2200,0
BJACBG01EAS,18/07/2016,2300,0
BJACBG01EAS,18/07/2016,2400,0
BJACBG01EAS,19/07/2016,100,0
BJACBG01EAS,19/07/2016,200,0
BJACBG01EAS,19/07/2016,300,0
BJACBG01EAS,19/07/2016,400,0
BJACBG01EAS,19/07/2016,500,0
BJACBG01EAS,19/07/2016,600,0
BJACBG01EAS,19/07/2016,700,0
BJACBG01EAS,19/07/2016,800,0.04
BJACBG01EAS,19/07/2016,900,5.108
BJACBG01EAS,19/07/2016,1000,21.706
BJACBG01EAS,19/07/2016,1100,36.464
BJACBG01EAS,19/07/2016,1200,43.556
BJACBG01EAS,19/07/2016,1300,47.355
BJACBG01EAS,19/07/2016,1400,47.78
BJACBG01EAS,19/07/2016,1500,44.136
BJACBG01EAS,19/07/2016,1600,35.804
BJACBG01EAS,19/07/2016,1700,21.702
BJACBG01EAS,19/07/2016,1800,5.142
BJACBG01EAS,19/07/2016,1900,0.014
BJACBG01EAS,19/07/2016,2000,0
BJACBG01EAS,19/07/2016,2100,0
BJACBG01EAS,19/07/2016,2200,0
BJACBG01EAS,19/07/2016,2300,0
BJACBG01EAS,19/07/2016,2400,0
BJACBG01EAS,20/07/2016,100,0
BJACBG01EAS,20/07/2016,200,0
BJACBG01EAS,20/07/2016,300,0
BJACBG01EAS,20/07/2016,400,0
BJACBG01EAS,20/07/2016,500,0
BJACBG01EAS,20/07/2016,600,0
BJACBG01EAS,20/07/2016,700,0
BJACBG01EAS,20/07/2016,800,0.094
BJACBG01EAS,20/07/2016,900,5.7
BJACBG01EAS,20/07/2016,1000,10.296
BJACBG01EAS,20/07/2016,1100,29.16
BJACBG01EAS,20/07/2016,1200,45.602
BJACBG01EAS,20/07/2016,1300,45.597
BJACBG01EAS,20/07/2016,1400,44.124
BJACBG01EAS,20/07/2016,1500,45.021
BJACBG01EAS,20/07/2016,1600,36.634
BJACBG01EAS,20/07/2016,1700,23.545
BJACBG01EAS,20/07/2016,1800,6.182
BJACBG01EAS,20/07/2016,1900,0.026
BJACBG01EAS,20/07/2016,2000,0
BJACBG01EAS,20/07/2016,2100,0
BJACBG01EAS,20/07/2016,2200,0
BJACBG01EAS,20/07/2016,2300,0
BJACBG01EAS,20/07/2016,2400,0
BJACBG01EAS,21/07/2016,100,0
BJACBG01EAS,21/07/2016,200,0
BJACBG01EAS,21/07/2016,300,0
BJACBG01EAS,21/07/2016,400,0
BJACBG01EAS,21/07/2016,500,0
BJACBG01EAS,21/07/2016,600,0
BJACBG01EAS,21/07/2016,700,0
BJACBG01EAS,21/07/2016,800,0.026
BJACBG01EAS,21/07/2016,900,4.015
BJACBG01EAS,21/07/2016,1000,16.38
BJACBG01EAS,21/07/2016,1100,36.194
BJACBG01EAS,21/07/2016,1200,44.134
BJACBG01EAS,21/07/2016,1300,48.19
BJACBG01EAS,21/07/2016,1400,48.49
BJACBG01EAS,21/07/2016,1500,38.851
BJACBG01EAS,21/07/2016,1600,35.981
BJACBG01EAS,21/07/2016,1700,23.36
BJACBG01EAS,21/07/2016,1800,6.076
BJACBG01EAS,21/07/2016,1900,0.032
BJACBG01EAS,21/07/2016,2000,0
BJACBG01EAS,21/07/2016,2100,0
BJACBG01EAS,21/07/2016,2200,0
BJACBG01EAS,21/07/2016,2300,0
BJACBG01EAS,21/07/2016,2400,0
BJACBG01EAS,22/07/2016,100,0
BJACBG01EAS,22/07/2016,200,0
BJACBG01EAS,22/07/2016,300,0
BJACBG01EAS,22/07/2016,400,0
BJACBG01EAS,22/07/2016,500,0
BJACBG01EAS,22/07/2016,600,0
BJACBG01EAS,22/07/2016,700,0
BJACBG01EAS,22/07/2016,800,0.099
BJACBG01EAS,22/07/2016,900,4.188
BJACBG01EAS,22/07/2016,1000,20.588
BJACBG01EAS,22/07/2016,1100,31.681
BJACBG01EAS,22/07/2016,1200,42.993
BJACBG01EAS,22/07/2016,1300,40.858
BJACBG01EAS,22/07/2016,1400,45.628
BJACBG01EAS,22/07/2016,1500,43.392
BJACBG01EAS,22/07/2016,1600,36.049
BJACBG01EAS,22/07/2016,1700,23.151
BJACBG01EAS,22/07/2016,1800,6.095
BJACBG01EAS,22/07/2016,1900,0.021
BJACBG01EAS,22/07/2016,2000,0
BJACBG01EAS,22/07/2016,2100,0
BJACBG01EAS,22/07/2016,2200,0
BJACBG01EAS,22/07/2016,2300,0
BJACBG01EAS,22/07/2016,2400,0
BJACBG01EAS,23/07/2016,100,0
BJACBG01EAS,23/07/2016,200,0
BJACBG01EAS,23/07/2016,300,0
BJACBG01EAS,23/07/2016,400,0
BJACBG01EAS,23/07/2016,500,0
BJACBG01EAS,23/07/2016,600,0
BJACBG01EAS,23/07/2016,700,0
BJACBG01EAS,23/07/2016,800,0.099
BJACBG01EAS,23/07/2016,900,2.779
BJACBG01EAS,23/07/2016,1000,16.848
BJACBG01EAS,23/07/2016,1100,27.884
BJACBG01EAS,23/07/2016,1200,40.113
BJACBG01EAS,23/07/2016,1300,42.685
BJACBG01EAS,23/07/2016,1400,41.996
BJACBG01EAS,23/07/2016,1500,37.269
BJACBG01EAS,23/07/2016,1600,30.063
BJACBG01EAS,23/07/2016,1700,18.697
BJACBG01EAS,23/07/2016,1800,4.604
BJACBG01EAS,23/07/2016,1900,0.022
BJACBG01EAS,23/07/2016,2000,0
BJACBG01EAS,23/07/2016,2100,0
BJACBG01EAS,23/07/2016,2200,0
BJACBG01EAS,23/07/2016,2300,0
BJACBG01EAS,23/07/2016,2400,0
BJACBG01EAS,24/07/2016,100,0
BJACBG01EAS,24/07/2016,200,0
BJACBG01EAS,24/07/2016,300,0
BJACBG01EAS,24/07/2016,400,0
BJACBG01EAS,24/07/2016,500,0
BJACBG01EAS,24/07/2016,600,0
BJACBG01EAS,24/07/2016,700,0
BJACBG01EAS,24/07/2016,800,0.015
BJACBG01EAS,24/07/2016,900,4.486
BJACBG01EAS,24/07/2016,1000,18.659
BJACBG01EAS,24/07/2016,1100,33.3
BJACBG01EAS,24/07/2016,1200,38.218
BJACBG01EAS,24/07/2016,1300,44.873
BJACBG01EAS,24/07/2016,1400,43.256
BJACBG01EAS,24/07/2016,1500,35.397
BJACBG01EAS,24/07/2016,1600,28.881
BJACBG01EAS,24/07/2016,1700,17.641
BJACBG01EAS,24/07/2016,1800,4.735
BJACBG01EAS,24/07/2016,1900,0.01
BJACBG01EAS,24/07/2016,2000,0
BJACBG01EAS,24/07/2016,2100,0
BJACBG01EAS,24/07/2016,2200,0
BJACBG01EAS,24/07/2016,2300,0
BJACBG01EAS,24/07/2016,2400,0
BJACBG01EAS,25/07/2016,100,0
BJACBG01EAS,25/07/2016,200,0
BJACBG01EAS,25/07/2016,300,0
BJACBG01EAS,25/07/2016,400,0
BJACBG01EAS,25/07/2016,500,0
BJACBG01EAS,25/07/2016,600,0
BJACBG01EAS,25/07/2016,700,0
BJACBG01EAS,25/07/2016,800,0
BJACBG01EAS,25/07/2016,900,0.469
BJACBG01EAS,25/07/2016,1000,2.511
BJACBG01EAS,25/07/2016,1100,5.351
BJACBG01EAS,25/07/2016,1200,9.23
BJACBG01EAS,25/07/2016,1300,17.812
BJACBG01EAS,25/07/2016,1400,4.281
BJACBG01EAS,25/07/2016,1500,1.896
BJACBG01EAS,25/07/2016,1600,11.507
BJACBG01EAS,25/07/2016,1700,6.122
BJACBG01EAS,25/07/2016,1800,0.011
BJACBG01EAS,25/07/2016,1900,0
BJACBG01EAS,25/07/2016,2000,0
BJACBG01EAS,25/07/2016,2100,0
BJACBG01EAS,25/07/2016,2200,0
BJACBG01EAS,25/07/2016,2300,0
BJACBG01EAS,25/07/2016,2400,0
BJACBG01EAS,26/07/2016,100,0
BJACBG01EAS,26/07/2016,200,0
BJACBG01EAS,26/07/2016,300,0
BJACBG01EAS,26/07/2016,400,0
BJACBG01EAS,26/07/2016,500,0
BJACBG01EAS,26/07/2016,600,0
BJACBG01EAS,26/07/2016,700,0
BJACBG01EAS,26/07/2016,800,0
BJACBG01EAS,26/07/2016,900,0.763
BJACBG01EAS,26/07/2016,1000,2.906
BJACBG01EAS,26/07/2016,1100,6.349
BJACBG01EAS,26/07/2016,1200,12.965
BJACBG01EAS,26/07/2016,1300,15.136
BJACBG01EAS,26/07/2016,1400,9.411
BJACBG01EAS,26/07/2016,1500,6.923
BJACBG01EAS,26/07/2016,1600,6.838
BJACBG01EAS,26/07/2016,1700,5.023
BJACBG01EAS,26/07/2016,1800,1.297
BJACBG01EAS,26/07/2016,1900,0.028
BJACBG01EAS,26/07/2016,2000,0
BJACBG01EAS,26/07/2016,2100,0
BJACBG01EAS,26/07/2016,2200,0
BJACBG01EAS,26/07/2016,2300,0
BJACBG01EAS,26/07/2016,2400,0
BJACBG01EAS,27/07/2016,100,0
BJACBG01EAS,27/07/2016,200,0
BJACBG01EAS,27/07/2016,300,0
BJACBG01EAS,27/07/2016,400,0
BJACBG01EAS,27/07/2016,500,0
BJACBG01EAS,27/07/2016,600,0
BJACBG01EAS,27/07/2016,700,0
BJACBG01EAS,27/07/2016,800,0.039
BJACBG01EAS,27/07/2016,900,5.543
BJACBG01EAS,27/07/2016,1000,16.989
BJACBG01EAS,27/07/2016,1100,18.546
BJACBG01EAS,27/07/2016,1200,29.601
BJACBG01EAS,27/07/2016,1300,29.809
BJACBG01EAS,27/07/2016,1400,38.926
BJACBG01EAS,27/07/2016,1500,44.876
BJACBG01EAS,27/07/2016,1600,15.425
BJACBG01EAS,27/07/2016,1700,7.984
BJACBG01EAS,27/07/2016,1800,4.161
BJACBG01EAS,27/07/2016,1900,0.24
BJACBG01EAS,27/07/2016,2000,0
BJACBG01EAS,27/07/2016,2100,0
BJACBG01EAS,27/07/2016,2200,0
BJACBG01EAS,27/07/2016,2300,0
BJACBG01EAS,27/07/2016,2400,0
BJACBG01EAS,28/07/2016,100,0
BJACBG01EAS,28/07/2016,200,0
BJACBG01EAS,28/07/2016,300,0
BJACBG01EAS,28/07/2016,400,0
BJACBG01EAS,28/07/2016,500,0
BJACBG01EAS,28/07/2016,600,0
BJACBG01EAS,28/07/2016,700,0
BJACBG01EAS,28/07/2016,800,0.059
BJACBG01EAS,28/07/2016,900,4.211
BJACBG01EAS,28/07/2016,1000,21.081
BJACBG01EAS,28/07/2016,1100,36.361
BJACBG01EAS,28/07/2016,1200,44.686
BJACBG01EAS,28/07/2016,1300,42.772
BJACBG01EAS,28/07/2016,1400,44.762
BJACBG01EAS,28/07/2016,1500,45.078
BJACBG01EAS,28/07/2016,1600,37.38
BJACBG01EAS,28/07/2016,1700,23.853
BJACBG01EAS,28/07/2016,1800,7.482
BJACBG01EAS,28/07/2016,1900,0.098
BJACBG01EAS,28/07/2016,2000,0
BJACBG01EAS,28/07/2016,2100,0
BJACBG01EAS,28/07/2016,2200,0
BJACBG01EAS,28/07/2016,2300,0
BJACBG01EAS,28/07/2016,2400,0
BJACBG01EAS,29/07/2016,100,0
BJACBG01EAS,29/07/2016,200,0
BJACBG01EAS,29/07/2016,300,0
BJACBG01EAS,29/07/2016,400,0
BJACBG01EAS,29/07/2016,500,0
BJACBG01EAS,29/07/2016,600,0
BJACBG01EAS,29/07/2016,700,0
BJACBG01EAS,29/07/2016,800,0.189
BJACBG01EAS,29/07/2016,900,5.874
BJACBG01EAS,29/07/2016,1000,21.327
BJACBG01EAS,29/07/2016,1100,33.973
BJACBG01EAS,29/07/2016,1200,37.899
BJACBG01EAS,29/07/2016,1300,42.835
BJACBG01EAS,29/07/2016,1400,46.328
BJACBG01EAS,29/07/2016,1500,43.048
BJACBG01EAS,29/07/2016,1600,32.427
BJACBG01EAS,29/07/2016,1700,17.69
BJACBG01EAS,29/07/2016,1800,3.721
BJACBG01EAS,29/07/2016,1900,0.025
BJACBG01EAS,29/07/2016,2000,0
BJACBG01EAS,29/07/2016,2100,0
BJACBG01EAS,29/07/2016,2200,0
BJACBG01EAS,29/07/2016,2300,0
BJACBG01EAS,29/07/2016,2400,0
BJACBG01EAS,30/07/2016,100,0
BJACBG01EAS,30/07/2016,200,0
BJACBG01EAS,30/07/2016,300,0
BJACBG01EAS,30/07/2016,400,0
BJACBG01EAS,30/07/2016,500,0
BJACBG01EAS,30/07/2016,600,0
BJACBG01EAS,30/07/2016,700,0
BJACBG01EAS,30/07/2016,800,0.072
BJACBG01EAS,30/07/2016,900,4.125
BJACBG01EAS,30/07/2016,1000,11.871
BJACBG01EAS,30/07/2016,1100,21.779
BJACBG01EAS,30/07/2016,1200,30.854
BJACBG01EAS,30/07/2016,1300,28.499
BJACBG01EAS,30/07/2016,1400,24.022
BJACBG01EAS,30/07/2016,1500,19.983
BJACBG01EAS,30/07/2016,1600,16.84
BJACBG01EAS,30/07/2016,1700,9.625
BJACBG01EAS,30/07/2016,1800,2.22
BJACBG01EAS,30/07/2016,1900,0
BJACBG01EAS,30/07/2016,2000,0
BJACBG01EAS,30/07/2016,2100,0
BJACBG01EAS,30/07/2016,2200,0
BJACBG01EAS,30/07/2016,2300,0
BJACBG01EAS,30/07/2016,2400,0
BJACBG01EAS,31/07/2016,100,0
BJACBG01EAS,31/07/2016,200,0
BJACBG01EAS,31/07/2016,300,0
BJACBG01EAS,31/07/2016,400,0
BJACBG01EAS,31/07/2016,500,0
BJACBG01EAS,31/07/2016,600,0
BJACBG01EAS,31/07/2016,700,0
BJACBG01EAS,31/07/2016,800,0
BJACBG01EAS,31/07/2016,900,1.258
BJACBG01EAS,31/07/2016,1000,5.757
BJACBG01EAS,31/07/2016,1100,8.095
BJACBG01EAS,31/07/2016,1200,6.211
BJACBG01EAS,31/07/2016,1300,9.741
BJACBG01EAS,31/07/2016,1400,7.152
BJACBG01EAS,31/07/2016,1500,5.725
BJACBG01EAS,31/07/2016,1600,3.749
BJACBG01EAS,31/07/2016,1700,2.913
BJACBG01EAS,31/07/2016,1800,1.02
BJACBG01EAS,31/07/2016,1900,0
BJACBG01EAS,31/07/2016,2000,0
BJACBG01EAS,31/07/2016,2100,0
BJACBG01EAS,31/07/2016,2200,0
BJACBG01EAS,31/07/2016,2300,0
BJACBG01EAS,31/07/2016,2400,0
BJACBG01EAS,01/08/2016,100,0
BJACBG01EAS,01/08/2016,200,0
BJACBG01EAS,01/08/2016,300,0
BJACBG01EAS,01/08/2016,400,0
BJACBG01EAS,01/08/2016,500,0
BJACBG01EAS,01/08/2016,600,0
BJACBG01EAS,01/08/2016,700,0
BJACBG01EAS,01/08/2016,800,0.09
BJACBG01EAS,01/08/2016,900,5.283
BJACBG01EAS,01/08/2016,1000,16.828
BJACBG01EAS,01/08/2016,1100,21.303
BJACBG01EAS,01/08/2016,1200,31.316
BJACBG01EAS,01/08/2016,1300,43.64
BJACBG01EAS,01/08/2016,1400,47.08
BJACBG01EAS,01/08/2016,1500,44.076
BJACBG01EAS,01/08/2016,1600,38.096
BJACBG01EAS,01/08/2016,1700,24.201
BJACBG01EAS,01/08/2016,1800,6.996
BJACBG01EAS,01/08/2016,1900,0.152
BJACBG01EAS,01/08/2016,2000,0
BJACBG01EAS,01/08/2016,2100,0
BJACBG01EAS,01/08/2016,2200,0
BJACBG01EAS,01/08/2016,2300,0
BJACBG01EAS,01/08/2016,2400,0
BJACBG01EAS,02/08/2016,100,0
BJACBG01EAS,02/08/2016,200,0
BJACBG01EAS,02/08/2016,300,0
BJACBG01EAS,02/08/2016,400,0
BJACBG01EAS,02/08/2016,500,0
BJACBG01EAS,02/08/2016,600,0
BJACBG01EAS,02/08/2016,700,0
BJACBG01EAS,02/08/2016,800,0.164
BJACBG01EAS,02/08/2016,900,7.626
BJACBG01EAS,02/08/2016,1000,15.879
BJACBG01EAS,02/08/2016,1100,11.761
BJACBG01EAS,02/08/2016,1200,38.243
BJACBG01EAS,02/08/2016,1300,49.488
BJACBG01EAS,02/08/2016,1400,49.455
BJACBG01EAS,02/08/2016,1500,46.068
BJACBG01EAS,02/08/2016,1600,34.851
BJACBG01EAS,02/08/2016,1700,16.671
BJACBG01EAS,02/08/2016,1800,5.14
BJACBG01EAS,02/08/2016,1900,0.168
BJACBG01EAS,02/08/2016,2000,0
BJACBG01EAS,02/08/2016,2100,0
BJACBG01EAS,02/08/2016,2200,0
BJACBG01EAS,02/08/2016,2300,0
BJACBG01EAS,02/08/2016,2400,0
BJACBG01EAS,03/08/2016,100,0
BJACBG01EAS,03/08/2016,200,0
BJACBG01EAS,03/08/2016,300,0
BJACBG01EAS,03/08/2016,400,0
BJACBG01EAS,03/08/2016,500,0
BJACBG01EAS,03/08/2016,600,0
BJACBG01EAS,03/08/2016,700,0
BJACBG01EAS,03/08/2016,800,0.19
BJACBG01EAS,03/08/2016,900,7.559
BJACBG01EAS,03/08/2016,1000,23.104
BJACBG01EAS,03/08/2016,1100,12.743
BJACBG01EAS,03/08/2016,1200,12.128
BJACBG01EAS,03/08/2016,1300,14.989
BJACBG01EAS,03/08/2016,1400,43.798
BJACBG01EAS,03/08/2016,1500,45.072
BJACBG01EAS,03/08/2016,1600,36.85
BJACBG01EAS,03/08/2016,1700,22.062
BJACBG01EAS,03/08/2016,1800,6.132
BJACBG01EAS,03/08/2016,1900,0.148
BJACBG01EAS,03/08/2016,2000,0
BJACBG01EAS,03/08/2016,2100,0
BJACBG01EAS,03/08/2016,2200,0
BJACBG01EAS,03/08/2016,2300,0
BJACBG01EAS,03/08/2016,2400,0
BJACBG01EAS,04/08/2016,100,0
BJACBG01EAS,04/08/2016,200,0
BJACBG01EAS,04/08/2016,300,0
BJACBG01EAS,04/08/2016,400,0
BJACBG01EAS,04/08/2016,500,0
BJACBG01EAS,04/08/2016,600,0
BJACBG01EAS,04/08/2016,700,0
BJACBG01EAS,04/08/2016,800,0.152
BJACBG01EAS,04/08/2016,900,4.075
BJACBG01EAS,04/08/2016,1000,12.111
BJACBG01EAS,04/08/2016,1100,24.831
BJACBG01EAS,04/08/2016,1200,34.263
BJACBG01EAS,04/08/2016,1300,39.944
BJACBG01EAS,04/08/2016,1400,39.846
BJACBG01EAS,04/08/2016,1500,36.988
BJACBG01EAS,04/08/2016,1600,29.585
BJACBG01EAS,04/08/2016,1700,17.645
BJACBG01EAS,04/08/2016,1800,5.23
BJACBG01EAS,04/08/2016,1900,0.063
BJACBG01EAS,04/08/2016,2000,0
BJACBG01EAS,04/08/2016,2100,0
BJACBG01EAS,04/08/2016,2200,0
BJACBG01EAS,04/08/2016,2300,0
BJACBG01EAS,04/08/2016,2400,0
BJACBG01EAS,05/08/2016,100,0
BJACBG01EAS,05/08/2016,200,0
BJACBG01EAS,05/08/2016,300,0
BJACBG01EAS,05/08/2016,400,0
BJACBG01EAS,05/08/2016,500,0
BJACBG01EAS,05/08/2016,600,0
BJACBG01EAS,05/08/2016,700,0
BJACBG01EAS,05/08/2016,800,0.083
BJACBG01EAS,05/08/2016,900,2.272
BJACBG01EAS,05/08/2016,1000,4.725
BJACBG01EAS,05/08/2016,1100,9.244
BJACBG01EAS,05/08/2016,1200,12.077
BJACBG01EAS,05/08/2016,1300,27.045
