# Coding: utf-8
# File format version: 2
# Title: CAMS McClear v3.0 model of clear-sky irradiation.
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level assuming clear sky.
#           Calls on the McClear clear-sky model. Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (worldwide coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: MINES ParisTech (France)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-mcclear
# Date begin (ISO 8601): 2016-01-01T00:00:00.0
# Date end (ISO 8601): 2017-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): -31.4319
# Longitude (positive East, ISO 19115): -57.9092
# Altitude (m): 44.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_assuming_clear_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 1 h 0 min 0 s
# noValue: nan
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI
2016-04-20T04:00:00.0/2016-04-20T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-20T05:00:00.0/2016-04-20T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-20T06:00:00.0/2016-04-20T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-20T07:00:00.0/2016-04-20T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-20T08:00:00.0/2016-04-20T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-20T09:00:00.0/2016-04-20T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-20T10:00:00.0/2016-04-20T11:00:00.0;65.4338;27.5943;11.5446;16.0496;116.3417
2016-04-20T11:00:00.0/2016-04-20T12:00:00.0;329.5790;197.5519;129.6388;67.9131;512.6258
2016-04-20T12:00:00.0/2016-04-20T13:00:00.0;577.2176;395.0466;293.9653;101.0812;684.0928
2016-04-20T13:00:00.0/2016-04-20T14:00:00.0;775.6908;557.5685;431.6330;125.9355;750.1711
2016-04-20T14:00:00.0/2016-04-20T15:00:00.0;911.4619;667.5041;522.7381;144.7659;773.8458
2016-04-20T15:00:00.0/2016-04-20T16:00:00.0;975.2709;713.9619;549.9216;164.0404;760.9595
2016-04-20T16:00:00.0/2016-04-20T17:00:00.0;962.7662;693.1455;511.4154;181.7301;716.5297
2016-04-20T17:00:00.0/2016-04-20T18:00:00.0;874.8005;607.9305;418.5808;189.3498;644.6248
2016-04-20T18:00:00.0/2016-04-20T19:00:00.0;717.3723;470.7712;299.6205;171.1506;561.7116
2016-04-20T19:00:00.0/2016-04-20T20:00:00.0;501.2152;295.9007;167.6195;128.2812;444.9457
2016-04-20T20:00:00.0/2016-04-20T21:00:00.0;241.0646;110.2135;44.7130;65.5005;222.0235
2016-04-20T21:00:00.0/2016-04-20T22:00:00.0;17.4524;4.7242;0.4654;4.2588;8.2154
2016-04-20T22:00:00.0/2016-04-20T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-20T23:00:00.0/2016-04-21T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-21T00:00:00.0/2016-04-21T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-21T01:00:00.0/2016-04-21T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-21T02:00:00.0/2016-04-21T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-21T03:00:00.0/2016-04-21T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-21T04:00:00.0/2016-04-21T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-21T05:00:00.0/2016-04-21T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-21T06:00:00.0/2016-04-21T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-21T07:00:00.0/2016-04-21T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-21T08:00:00.0/2016-04-21T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-21T09:00:00.0/2016-04-21T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-21T10:00:00.0/2016-04-21T11:00:00.0;63.1195;23.6647;7.7877;15.8770;78.0238
2016-04-21T11:00:00.0/2016-04-21T12:00:00.0;325.6393;182.0756;107.0617;75.0139;424.2220
2016-04-21T12:00:00.0/2016-04-21T13:00:00.0;572.6926;382.8867;274.0510;108.8357;639.9528
2016-04-21T13:00:00.0/2016-04-21T14:00:00.0;770.6174;559.6112;440.0722;119.5390;768.4302
2016-04-21T14:00:00.0/2016-04-21T15:00:00.0;905.9145;688.1373;569.2786;118.8587;846.9480
2016-04-21T15:00:00.0/2016-04-21T16:00:00.0;969.3568;750.5801;635.6535;114.9266;884.3536
2016-04-21T16:00:00.0/2016-04-21T17:00:00.0;956.6180;740.3950;630.2438;110.1511;888.4894
2016-04-21T17:00:00.0/2016-04-21T18:00:00.0;868.5669;663.5944;562.0311;101.5633;872.3186
2016-04-21T18:00:00.0/2016-04-21T19:00:00.0;711.2080;526.0971;435.5862;90.5109;824.3610
2016-04-21T19:00:00.0/2016-04-21T20:00:00.0;495.2703;340.9630;266.4318;74.5312;719.4408
2016-04-21T20:00:00.0/2016-04-21T21:00:00.0;235.4744;134.5279;88.9553;45.5726;471.0159
2016-04-21T21:00:00.0/2016-04-21T22:00:00.0;15.6706;5.4084;1.6973;3.7112;32.6612
2016-04-21T22:00:00.0/2016-04-21T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-21T23:00:00.0/2016-04-22T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-22T00:00:00.0/2016-04-22T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-22T01:00:00.0/2016-04-22T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-22T02:00:00.0/2016-04-22T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-22T03:00:00.0/2016-04-22T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-22T04:00:00.0/2016-04-22T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-22T05:00:00.0/2016-04-22T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-22T06:00:00.0/2016-04-22T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-22T07:00:00.0/2016-04-22T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-22T08:00:00.0/2016-04-22T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-22T09:00:00.0/2016-04-22T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-22T10:00:00.0/2016-04-22T11:00:00.0;60.8367;28.0077;14.8147;13.1931;158.4007
2016-04-22T11:00:00.0/2016-04-22T12:00:00.0;321.7039;205.1885;152.2738;52.9148;619.6144
2016-04-22T12:00:00.0/2016-04-22T13:00:00.0;568.1730;409.7439;336.5297;73.2141;794.8238
2016-04-22T13:00:00.0/2016-04-22T14:00:00.0;765.5533;580.7343;496.2174;84.5169;872.7631
2016-04-22T14:00:00.0/2016-04-22T15:00:00.0;900.3833;699.0818;608.1134;90.9684;910.1765
2016-04-22T15:00:00.0/2016-04-22T16:00:00.0;963.4680;754.3026;660.2749;94.0277;923.7383
2016-04-22T16:00:00.0/2016-04-22T17:00:00.0;950.5057;741.8153;647.7054;94.1099;918.4323
2016-04-22T17:00:00.0/2016-04-22T18:00:00.0;862.3808;662.8171;571.6851;91.1320;893.0684
2016-04-22T18:00:00.0/2016-04-22T19:00:00.0;705.1030;523.8722;439.3264;84.5458;838.0925
2016-04-22T19:00:00.0/2016-04-22T20:00:00.0;489.3958;338.1627;266.6993;71.4634;728.1671
2016-04-22T20:00:00.0/2016-04-22T21:00:00.0;229.9642;131.5342;87.1406;44.3936;469.8560
2016-04-22T21:00:00.0/2016-04-22T22:00:00.0;14.0072;4.7689;1.4236;3.3453;28.7133
2016-04-22T22:00:00.0/2016-04-22T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-22T23:00:00.0/2016-04-23T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-23T00:00:00.0/2016-04-23T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-23T01:00:00.0/2016-04-23T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-23T02:00:00.0/2016-04-23T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-23T03:00:00.0/2016-04-23T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-23T04:00:00.0/2016-04-23T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-23T05:00:00.0/2016-04-23T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-23T06:00:00.0/2016-04-23T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-23T07:00:00.0/2016-04-23T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-23T08:00:00.0/2016-04-23T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-23T09:00:00.0/2016-04-23T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-23T10:00:00.0/2016-04-23T11:00:00.0;58.6517;22.1980;7.6009;14.5970;79.0496
2016-04-23T11:00:00.0/2016-04-23T12:00:00.0;317.7734;180.7918;111.8900;68.9018;453.0212
2016-04-23T12:00:00.0/2016-04-23T13:00:00.0;563.6599;378.7255;278.8976;99.8279;662.2164
2016-04-23T13:00:00.0/2016-04-23T14:00:00.0;760.5003;546.7663;429.5449;117.2214;759.6844
2016-04-23T14:00:00.0/2016-04-23T15:00:00.0;894.8705;664.3768;537.9115;126.4653;809.5059
2016-04-23T15:00:00.0/2016-04-23T16:00:00.0;957.6071;719.7553;590.9515;128.8037;831.3411
2016-04-23T16:00:00.0/2016-04-23T17:00:00.0;944.4323;708.0899;582.9397;125.1502;831.4661
2016-04-23T17:00:00.0/2016-04-23T18:00:00.0;856.2454;631.2276;514.1392;117.0883;808.4499
2016-04-23T18:00:00.0/2016-04-23T19:00:00.0;699.0604;495.9041;392.6212;103.2828;754.9199
2016-04-23T19:00:00.0/2016-04-23T20:00:00.0;483.5946;316.0782;234.3852;81.6929;646.5506
2016-04-23T20:00:00.0/2016-04-23T21:00:00.0;224.5365;118.9368;72.2362;46.7006;393.2152
2016-04-23T21:00:00.0/2016-04-23T22:00:00.0;12.4592;3.8045;0.8636;2.9409;18.1906
2016-04-23T22:00:00.0/2016-04-23T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-23T23:00:00.0/2016-04-24T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-24T00:00:00.0/2016-04-24T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-24T01:00:00.0/2016-04-24T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-24T02:00:00.0/2016-04-24T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-24T03:00:00.0/2016-04-24T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-24T04:00:00.0/2016-04-24T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-24T05:00:00.0/2016-04-24T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-24T06:00:00.0/2016-04-24T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-24T07:00:00.0/2016-04-24T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-24T08:00:00.0/2016-04-24T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-24T09:00:00.0/2016-04-24T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-24T10:00:00.0/2016-04-24T11:00:00.0;56.4590;21.4253;8.2093;13.2160;87.3669
2016-04-24T11:00:00.0/2016-04-24T12:00:00.0;313.8485;177.1437;116.7004;60.4433;479.6200
2016-04-24T12:00:00.0/2016-04-24T13:00:00.0;559.1545;368.5887;282.6391;85.9496;676.6689
2016-04-24T13:00:00.0/2016-04-24T14:00:00.0;755.4602;530.0238;428.5063;101.5174;762.6616
2016-04-24T14:00:00.0/2016-04-24T15:00:00.0;889.3784;642.5516;531.6304;110.9212;804.6145
2016-04-24T15:00:00.0/2016-04-24T16:00:00.0;951.7767;695.5831;579.5081;116.0750;819.8051
2016-04-24T16:00:00.0/2016-04-24T17:00:00.0;938.4007;684.3603;566.9929;117.3674;813.4456
2016-04-24T17:00:00.0/2016-04-24T18:00:00.0;850.1637;609.5655;495.2893;114.2762;783.8520
2016-04-24T18:00:00.0/2016-04-24T19:00:00.0;693.0832;477.6309;372.4331;105.1977;721.5535
2016-04-24T19:00:00.0/2016-04-24T20:00:00.0;477.8696;301.7239;215.3930;86.3309;599.7568
2016-04-24T20:00:00.0/2016-04-24T21:00:00.0;219.1940;109.8673;60.9764;48.8909;333.5766
2016-04-24T21:00:00.0/2016-04-24T22:00:00.0;11.0231;3.1038;0.5029;2.6009;11.1032
2016-04-24T22:00:00.0/2016-04-24T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-24T23:00:00.0/2016-04-25T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-25T00:00:00.0/2016-04-25T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-25T01:00:00.0/2016-04-25T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-25T02:00:00.0/2016-04-25T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-25T03:00:00.0/2016-04-25T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-25T04:00:00.0/2016-04-25T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-25T05:00:00.0/2016-04-25T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-25T06:00:00.0/2016-04-25T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-25T07:00:00.0/2016-04-25T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-25T08:00:00.0/2016-04-25T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-25T09:00:00.0/2016-04-25T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-25T10:00:00.0/2016-04-25T11:00:00.0;54.2985;18.7798;4.3619;14.4179;46.1723
2016-04-25T11:00:00.0/2016-04-25T12:00:00.0;309.9299;164.6895;83.5447;81.1448;342.2909
2016-04-25T12:00:00.0/2016-04-25T13:00:00.0;554.6581;355.9873;227.9743;128.0131;548.5455
2016-04-25T13:00:00.0/2016-04-25T14:00:00.0;750.4349;520.3298;362.8933;157.4365;649.4765
2016-04-25T14:00:00.0/2016-04-25T15:00:00.0;883.9092;635.1656;459.7131;175.4525;699.6138
2016-04-25T15:00:00.0/2016-04-25T16:00:00.0;945.9794;689.3732;505.1402;184.2330;718.5828
2016-04-25T16:00:00.0/2016-04-25T17:00:00.0;932.4139;678.1514;493.5493;184.6021;712.2163
2016-04-25T17:00:00.0/2016-04-25T18:00:00.0;844.1387;602.0651;425.2822;176.7829;677.3196
2016-04-25T18:00:00.0/2016-04-25T19:00:00.0;687.1744;467.9069;310.4732;157.4337;605.8005
2016-04-25T19:00:00.0/2016-04-25T20:00:00.0;472.2234;290.0306;168.3807;121.6498;472.1453
2016-04-25T20:00:00.0/2016-04-25T21:00:00.0;213.9390;101.0395;40.2846;60.7549;218.1477
2016-04-25T21:00:00.0/2016-04-25T22:00:00.0;9.6955;2.5825;0.1933;2.3892;4.4672
2016-04-25T22:00:00.0/2016-04-25T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-25T23:00:00.0/2016-04-26T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-26T00:00:00.0/2016-04-26T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-26T01:00:00.0/2016-04-26T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-26T02:00:00.0/2016-04-26T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-26T03:00:00.0/2016-04-26T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-26T04:00:00.0/2016-04-26T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-26T05:00:00.0/2016-04-26T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-26T06:00:00.0/2016-04-26T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-26T07:00:00.0/2016-04-26T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-26T08:00:00.0/2016-04-26T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-26T09:00:00.0/2016-04-26T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-26T10:00:00.0/2016-04-26T11:00:00.0;52.2341;23.6526;12.6363;11.0163;146.0563
2016-04-26T11:00:00.0/2016-04-26T12:00:00.0;306.0184;196.3335;150.1236;46.2099;638.4461
2016-04-26T12:00:00.0/2016-04-26T13:00:00.0;550.1722;399.8700;335.6035;64.2665;817.3755
2016-04-26T13:00:00.0/2016-04-26T14:00:00.0;745.4262;568.2274;489.1629;79.0645;881.8718
2016-04-26T14:00:00.0/2016-04-26T15:00:00.0;878.4653;684.3611;593.9485;90.4126;909.2635
2016-04-26T15:00:00.0/2016-04-26T16:00:00.0;940.2181;737.5810;634.7650;102.8160;908.0804
2016-04-26T16:00:00.0/2016-04-26T17:00:00.0;926.4746;723.1425;607.7287;115.4138;882.0799
2016-04-26T17:00:00.0/2016-04-26T18:00:00.0;838.1734;641.9430;519.8048;122.1382;833.2909
2016-04-26T18:00:00.0/2016-04-26T19:00:00.0;681.3368;502.0283;384.5547;117.4736;756.9601
2016-04-26T19:00:00.0/2016-04-26T20:00:00.0;466.6587;316.5994;219.1357;97.4637;623.5711
2016-04-26T20:00:00.0/2016-04-26T21:00:00.0;208.7738;112.9542;58.6102;54.3440;330.9028
2016-04-26T21:00:00.0/2016-04-26T22:00:00.0;8.4727;2.5425;0.3251;2.2173;7.9749
2016-04-26T22:00:00.0/2016-04-26T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-26T23:00:00.0/2016-04-27T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-27T00:00:00.0/2016-04-27T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-27T01:00:00.0/2016-04-27T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-27T02:00:00.0/2016-04-27T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-27T03:00:00.0/2016-04-27T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-27T04:00:00.0/2016-04-27T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-27T05:00:00.0/2016-04-27T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-27T06:00:00.0/2016-04-27T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-27T07:00:00.0/2016-04-27T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-27T08:00:00.0/2016-04-27T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-27T09:00:00.0/2016-04-27T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-27T10:00:00.0/2016-04-27T11:00:00.0;50.1650;21.7297;8.5779;13.1518;97.7424
2016-04-27T11:00:00.0/2016-04-27T12:00:00.0;302.1149;189.7979;125.2113;64.5866;534.5782
2016-04-27T12:00:00.0/2016-04-27T13:00:00.0;545.6981;393.7679;300.9634;92.8046;737.2491
2016-04-27T13:00:00.0/2016-04-27T14:00:00.0;740.4360;564.1076;455.0065;109.1010;825.0049
2016-04-27T14:00:00.0/2016-04-27T15:00:00.0;873.0492;681.4491;562.8535;118.5956;866.4310
2016-04-27T15:00:00.0/2016-04-27T16:00:00.0;934.4953;736.0292;613.4733;122.5559;882.4742
2016-04-27T16:00:00.0/2016-04-27T17:00:00.0;920.5857;723.4156;601.8421;121.5735;878.7509
2016-04-27T17:00:00.0/2016-04-27T18:00:00.0;832.2706;644.1417;527.7395;116.4022;851.8599
2016-04-27T18:00:00.0/2016-04-27T19:00:00.0;675.5732;505.3460;400.7115;104.6345;795.5520
2016-04-27T19:00:00.0/2016-04-27T20:00:00.0;461.1781;320.1434;236.6964;83.4470;682.8836
2016-04-27T20:00:00.0/2016-04-27T21:00:00.0;203.7007;115.1771;68.7895;46.3877;404.1583
2016-04-27T21:00:00.0/2016-04-27T22:00:00.0;7.3508;2.3083;0.4309;1.8774;11.0978
2016-04-27T22:00:00.0/2016-04-27T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-27T23:00:00.0/2016-04-28T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-28T00:00:00.0/2016-04-28T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-28T01:00:00.0/2016-04-28T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-28T02:00:00.0/2016-04-28T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-28T03:00:00.0/2016-04-28T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-28T04:00:00.0/2016-04-28T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-28T05:00:00.0/2016-04-28T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-28T06:00:00.0/2016-04-28T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-28T07:00:00.0/2016-04-28T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-28T08:00:00.0/2016-04-28T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-28T09:00:00.0/2016-04-28T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-28T10:00:00.0/2016-04-28T11:00:00.0;48.1293;22.4685;12.1173;10.3512;146.4887
2016-04-28T11:00:00.0/2016-04-28T12:00:00.0;298.2204;194.4947;146.6235;47.8712;639.7387
2016-04-28T12:00:00.0/2016-04-28T13:00:00.0;541.2375;399.0202;331.8613;67.1589;820.2141
2016-04-28T13:00:00.0/2016-04-28T14:00:00.0;735.4665;569.0680;490.6924;78.3756;895.5033
2016-04-28T14:00:00.0/2016-04-28T15:00:00.0;867.6631;686.0464;600.9861;85.0603;930.4378
2016-04-28T15:00:00.0/2016-04-28T16:00:00.0;928.8138;739.9783;652.2706;87.7078;943.5283
2016-04-28T16:00:00.0/2016-04-28T17:00:00.0;914.7502;726.4738;639.8031;86.6707;939.6511
2016-04-28T17:00:00.0/2016-04-28T18:00:00.0;826.4333;646.6393;563.8734;82.7658;916.2358
2016-04-28T18:00:00.0/2016-04-28T19:00:00.0;669.8865;507.1219;430.5570;76.5649;861.6714
2016-04-28T19:00:00.0/2016-04-28T20:00:00.0;455.7841;320.6684;255.7680;64.9003;746.7701
2016-04-28T20:00:00.0/2016-04-28T21:00:00.0;198.7217;114.6014;76.4439;38.1575;464.0380
2016-04-28T21:00:00.0/2016-04-28T22:00:00.0;6.3260;2.0288;0.5318;1.4970;14.4081
2016-04-28T22:00:00.0/2016-04-28T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-28T23:00:00.0/2016-04-29T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-29T00:00:00.0/2016-04-29T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-29T01:00:00.0/2016-04-29T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-29T02:00:00.0/2016-04-29T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-29T03:00:00.0/2016-04-29T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-29T04:00:00.0/2016-04-29T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-29T05:00:00.0/2016-04-29T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-29T06:00:00.0/2016-04-29T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-29T07:00:00.0/2016-04-29T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-29T08:00:00.0/2016-04-29T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-29T09:00:00.0/2016-04-29T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-29T10:00:00.0/2016-04-29T11:00:00.0;46.1871;20.3318;10.1399;10.1919;124.5728
2016-04-29T11:00:00.0/2016-04-29T12:00:00.0;294.3362;184.3966;134.5015;49.8951;592.2514
2016-04-29T12:00:00.0/2016-04-29T13:00:00.0;536.7919;383.3407;311.6667;71.6741;775.9908
2016-04-29T13:00:00.0/2016-04-29T14:00:00.0;730.5197;549.5163;464.2758;85.2404;852.5220
2016-04-29T14:00:00.0/2016-04-29T15:00:00.0;862.3097;663.9928;570.0784;93.9143;887.5917
2016-04-29T15:00:00.0/2016-04-29T16:00:00.0;923.1763;716.3425;616.8688;99.4737;897.3085
2016-04-29T16:00:00.0/2016-04-29T17:00:00.0;908.9710;702.0723;599.8418;102.2305;886.0521
2016-04-29T17:00:00.0/2016-04-29T18:00:00.0;820.6643;622.5202;521.3260;101.1942;852.4186
2016-04-29T18:00:00.0/2016-04-29T19:00:00.0;664.2793;484.3941;388.7292;95.6649;783.5585
2016-04-29T19:00:00.0/2016-04-29T20:00:00.0;450.4792;301.0238;220.5119;80.5119;649.0317
2016-04-29T20:00:00.0/2016-04-29T21:00:00.0;193.8389;102.3838;57.9613;44.4224;348.5978
2016-04-29T21:00:00.0/2016-04-29T22:00:00.0;5.3941;1.5087;0.1910;1.3177;5.5297
2016-04-29T22:00:00.0/2016-04-29T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
2016-04-29T23:00:00.0/2016-04-30T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000
